"","990
023","2","***","","","","","","","","","",".",".",".",".","",".",".","."
"","990
026","3","***","","","","","","","","","",".",".",".",".","",".",".","."
"","990
031","1","***","","","","","","","","","",".",".",".",".","",".",".","."
"Individual Research","Course Total","21","",".",".",".",".",".",".",".","95.2",".",".",".","4.8","",".",".",".","."
"FRENCH
400","Dept. Total","1331","3.434","39.1","29.7","17.3","5.3","3.1","0.5","0.9","3.6",".",".",".","0.2","",".","0.2","0.1","0.2"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"400
FRENCH","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","394","3.333","28.9","34.0","25.1","6.6","3.0","0.8","1.3",".",".",".",".",".","",".",".",".","0.3"
"Sophomore","","247","3.384","35.2","33.2","17.8","8.1","3.2","0.4","1.2","0.4",".",".",".",".","",".",".",".","0.4"
"Junior","","259","3.513","40.9","35.5","15.1","3.5","2.3","0.4","0.4","1.2",".",".",".",".","",".","0.8",".","."
"Senior","","237","3.395","43.5","23.2","14.3","5.5","6.3","0.8","0.8","5.1",".",".",".","0.4","",".",".",".","."
"Undergraduates","","1137","3.396","36.1","31.9","19.0","6.0","3.6","0.6","1.0","1.4",".",".",".","0.1","",".","0.2",".","0.2"
"Special","","27","3.466","44.4","29.6","11.1","7.4",".",".","3.7","3.7",".",".",".",".","",".",".",".","."
"Graduate","","166","3.830","59.6","14.5","6.0",".",".",".",".","18.7",".",".",".","0.6","",".",".","0.6","."
"Prof Yr 2","","1","3.000",".",".","100.0",".",".",".",".",".",".",".",".",".","",".",".",".","."
"Professionals","","1","3.000",".",".","100.0",".",".",".",".",".",".",".",".",".","",".",".",".","."
"","Dept. Total","1331","3.434","39.1","29.7","17.3","5.3","3.1","0.5","0.9","3.6",".",".",".","0.2","",".","0.2","0.1","0.2"
