"ELECTRICAL AND COMPUTER E Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"320
E C E","","","","","","","","","","","","","","","","","","","",""
"601
Topics-Elec&Computer Engr","001","","52","3.769","65.4","25.0","7.7","1.9",".",".",".",".",".",".",".",".",".",".",".","."
"699","008","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","014","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","016","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","020","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","021","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","024","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","026","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","035","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","039","","14","3.770","64.3","28.6","7.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","044","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","045","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","051","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","054","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","056","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","058","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","060","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","066","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Independent Study","Course Total","","41","3.843","70.7","14.6","7.3",".",".",".",".",".",".",".",".",".","4.9",".","2.4","."
"702
Grad Cooperative Educ Program","001","","9","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"712","003","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"712","004","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"712","005","","13","3.846","84.6",".","15.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"Solid State Power Conversn","Course Total","","17","3.875","82.4",".","11.8",".",".",".",".",".",".",".",".",".","5.9",".",".","."
"713
Electrmgntc Dsgn-AC Machins","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"717
Linear Systems","001","","24","3.542","33.3","41.7","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"719
Optimal Systems","001","","33","3.200","18.2","21.2","36.4","9.1","6.1",".",".","9.1",".",".",".",".",".",".",".","."
"725
Plasma Kinetic&Radiatn Proc","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"730
Probability&Stochastic Proc","001","","36","3.306","36.1","22.2","16.7","16.7","8.3",".",".",".",".",".",".",".",".",".",".","."
"732
Adv Digital Signal Procesng","001","","39","3.410","35.9","23.1","28.2","12.8",".",".",".",".",".",".",".",".",".",".",".","."
"740
Electromagnetic Theory","001","","21","3.595","42.9","38.1","14.3","4.8",".",".",".",".",".",".",".",".",".",".",".","."
"745
Solid State Electronics","001","","18","3.344","22.2","27.8","33.3",".","5.6",".",".","5.6",".",".",".",".",".","5.6",".","."
"746
Quantum Electronics","001","","10","3.000","30.0","40.0","10.0",".",".","10.0","10.0",".",".",".",".",".",".",".",".","."
"748
Linear Waves","001","","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"752
Adv Computer Architecture I","001","","34","3.603","35.3","50.0","14.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"755
VLSI Systems Design","001","","57","3.518","36.8","28.1","33.3",".",".",".",".",".",".",".",".",".","1.8",".",".","."
"790","003","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","004","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"790","005","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"790","006","","11","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"790","008","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"790","011","","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"790","013","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","015","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"April 02, 2013","","","","","","","","","","","","","","","","","","","Page 117 of 391",""
