"Research and Thesis","Course Total","4","***","","","","","","","","","","","","","","","","","","",""
"","999
008","4","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"","999
19","1","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"Independent Study","Course Total","5","***","","","","","","","","","","","","","","","","","","",""
"DS
359","Dept. Total","759","3.311","30.6","27.0","26.6","7.1","5.3","1.8","0.3","1.2","",".",".","",".","",".","0.1",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"359
DS","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","83","3.110","16.9","25.3","34.9","8.4","12.0","1.2",".","1.2","",".",".","",".","",".",".",".",".","."
"Sophomore","","133","3.248","23.3","32.3","28.6","8.3","4.5","3.0",".",".","",".",".","",".","",".",".",".",".","."
"Junior","","205","3.155","21.5","25.4","34.1","7.8","7.8","2.4","1.0",".","",".",".","",".","",".",".",".",".","."
"Senior","","297","3.450","39.4","29.0","20.9","6.7","2.7","1.3",".",".","",".",".","",".","",".",".",".",".","."
"Undergraduates","","718","3.289","28.7","28.1","27.7","7.5","5.6","1.9","0.3","0.1","",".",".","",".","",".",".",".",".","."
"Special","","9","3.929","66.7","11.1",".",".",".",".",".","22.2","",".",".","",".","",".",".",".",".","."
"Graduate","","32","3.824","62.5","6.3","9.4",".",".",".",".","18.8","",".",".","",".","",".","3.1",".",".","."
"","Dept. Total","759","3.311","30.6","27.0","26.6","7.1","5.3","1.8","0.3","1.2","",".",".","",".","",".","0.1",".",".","."
