"L&S","","","","","","","","","","","","","","","","","","","","","","","",""
"SCANDINAVIAN STUDIES","Section","#","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"872
SCAND ST","","","","","","","","","","","","","","","","","","","","","","","",""
"SCAND ST
872","Dept. Total","192","3.613","50.5","30.2","11.5","1.0","1.6","",".","1.0","3.1","",".",".","",".","",".","",".",".","1.0","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"872
SCAND ST","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","19","3.402","31.6","47.4","15.8",".",".","",".","5.3",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","34","3.535","50.0","32.4","8.8","2.9","2.9","",".","2.9",".","",".",".","",".","",".","",".",".",".","."
"Junior","","37","3.627","51.4","29.7","16.2","2.7",".","",".",".",".","",".",".","",".","",".","",".",".",".","."
"Senior","","46","3.538","43.5","34.8","17.4",".","4.3","",".",".",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","136","3.540","45.6","34.6","14.7","1.5","2.2","",".","1.5",".","",".",".","",".","",".","",".",".",".","."
"Special","","17","3.967","58.8","5.9",".",".",".","",".",".","23.5","",".",".","",".","",".","",".",".","11.8","."
"Graduate","","38","3.792","65.8","26.3","5.3",".",".","",".",".","2.6","",".",".","",".","",".","",".",".",".","."
"Prof Yr 2","","1","",".",".",".",".",".","",".",".","100.0","",".",".","",".","",".","",".",".",".","."
"Professionals","","1","",".",".",".",".",".","",".",".","100.0","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","192","3.613","50.5","30.2","11.5","1.0","1.6","",".","1.0","3.1","",".",".","",".","",".","",".",".","1.0","."
