"SPANISH (SPANISH AND PORTU Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"912
SPANISH","","","","","","","","","","","","","","","","","","",""
"Intro to Hispanic Cultures","Course Total","193","3.424","40.9","19.7","29.0","4.1","4.1","0.5","0.5","0.5",".",".",".",".",".","0.5",".","."
"","001
224","22","3.477","40.9","18.2","36.4","4.5",".",".",".",".",".",".",".",".",".",".",".","."
"","224
002","20","3.325","30.0","25.0","40.0",".",".","5.0",".",".",".",".",".",".",".",".",".","."
"","003
224","19","3.079","26.3","5.3","36.8","21.1","10.5",".",".",".",".",".",".",".",".",".",".","."
"","224
004","20","3.868","75.0","15.0","5.0",".",".",".",".","5.0",".",".",".",".",".",".",".","."
"","224
005","22","3.795","59.1","40.9",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","224
006","25","3.435","24.0","40.0","20.0","8.0",".",".",".","8.0",".",".",".",".",".",".",".","."
"","007
224","26","3.404","26.9","34.6","30.8","7.7",".",".",".",".",".",".",".",".",".",".",".","."
"","224
008","22","3.545","31.8","45.5","22.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro-Hispanic Literatures","Course Total","176","3.491","38.6","29.0","23.9","5.1","1.1","0.6",".","1.7",".",".",".",".",".",".",".","."
"","226
001","19","3.342","42.1","21.1","26.3","5.3",".",".","5.3",".",".",".",".",".",".",".",".","."
"","226
002","20","3.350","25.0","20.0","55.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","226
003","21","3.071","19.0","14.3","42.9","9.5","14.3",".",".",".",".",".",".",".",".",".",".","."
"","226
004","21","3.310","28.6","23.8","28.6","19.0",".",".",".",".",".",".",".",".",".",".",".","."
"","226
005","20","3.850","75.0","20.0","5.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","226
007","19","3.583","42.1","26.3","26.3",".",".",".",".","5.3",".",".",".",".",".",".",".","."
"","226
008","20","3.000","15.0","15.0","45.0","5.0","20.0",".",".",".",".",".",".",".",".",".",".","."
"","226
009","18","3.250","16.7","33.3","33.3","16.7",".",".",".",".",".",".",".",".",".",".",".","."
"","010
226","17","3.412","41.2","23.5","23.5",".","11.8",".",".",".",".",".",".",".",".",".",".","."
"","226
011","19","3.639","47.4","26.3","21.1",".",".",".",".","5.3",".",".",".",".",".",".",".","."
"","226
012","17","3.529","29.4","52.9","11.8","5.9",".",".",".",".",".",".",".",".",".",".",".","."
"","226
013","18","3.583","50.0","16.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","226
014","20","3.789","70.0","15.0","5.0","5.0",".",".",".","5.0",".",".",".",".",".",".",".","."
"","226
015","19","3.395","31.6","26.3","36.8",".","5.3",".",".",".",".",".",".",".",".",".",".","."
"","226
016","20","3.200","25.0","15.0","45.0","5.0","10.0",".",".",".",".",".",".",".",".",".",".","."
"","226
017","20","3.800","65.0","30.0","5.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","226
018","19","3.632","52.6","26.3","15.8","5.3",".",".",".",".",".",".",".",".",".",".",".","."
"","019
226","18","3.412","38.9","16.7","22.2","16.7",".",".",".","5.6",".",".",".",".",".",".",".","."
"Interm Lang Prac-","Course Total","345","3.449","39.7","23.2","27.0","5.2","3.5",".","0.3","1.2",".",".",".",".",".",".",".","."
"","311
000A","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","311
001","19","3.263","36.8","26.3","21.1","5.3",".","10.5",".",".",".",".",".",".",".",".",".","."
"","311
002","20","3.050","15.0","20.0","35.0","20.0","10.0",".",".",".",".",".",".",".",".",".",".","."
"","311
003","21","3.333","19.0","33.3","42.9","4.8",".",".",".",".",".",".",".",".",".",".",".","."
"","311
004","19","3.368","31.6","26.3","26.3","15.8",".",".",".",".",".",".",".",".",".",".",".","."
"","311
005","12","3.750","75.0",".","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","311
006","18","3.667","55.6","27.8","11.1","5.6",".",".",".",".",".",".",".",".",".",".",".","."
"","007
311","17","3.500","35.3","41.2","17.6",".","5.9",".",".",".",".",".",".",".",".",".",".","."
"","311
008","20","3.500","30.0","40.0","30.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","311
009","18","3.676","50.0","33.3","5.6","5.6",".",".",".","5.6",".",".",".",".",".",".",".","."
"","311
010","18","3.559","44.4","16.7","33.3",".",".",".",".",".",".",".",".",".",".","5.6",".","."
"","311
011","18","3.611","55.6","16.7","22.2","5.6",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Language Practice","Course Total","201","3.465","39.3","26.4","24.9","6.0","1.5","1.0",".","0.5",".",".",".",".",".","0.5",".","."
"","001
319","24","3.667","58.3","25.0","12.5",".","4.2",".",".",".",".",".",".",".",".",".",".","."
"","319
002","22","3.727","50.0","45.5","4.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"Topics in Span Lang Pract","Course Total","46","3.696","54.3","34.8","8.7",".","2.2",".",".",".",".",".",".",".",".",".",".","."
