"TERM : 1042","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","","","","Office of the Registrar","",""
"Fall 2003-2004","","","","","","","","","","","","","","","","","","","","","Institutional Reporting","",""
"","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","","","","",""
"","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","","","","",""
"LIBRARY & INFORMATION STUD Section","#","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"544
L I S","","","","","","","","","","","","","","","","","","","","","","",""
"L I S
Dept. Total
544","528","3.810","65.5","27.5","4.0","0.2","0.2","",".","",".","2.3","",".",".","",".","",".","0.4",".",".","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"544
L I S","","","","","","","","","","","","","","","","","","","","","","",""
"Junior","1","3.500",".","100.0",".",".",".","",".","",".",".","",".",".","",".","",".",".",".",".","."
"Senior","9","3.556","22.2","66.7","11.1",".",".","",".","",".",".","",".",".","",".","",".",".",".",".","."
"Undergraduates","10","3.550","20.0","70.0","10.0",".",".","",".","",".",".","",".",".","",".","",".",".",".",".","."
"Special","27","3.820","63.0","25.9","3.7",".",".","",".","",".","7.4","",".",".","",".","",".",".",".",".","."
"Graduate","491","3.815","66.6","26.7","3.9","0.2","0.2","",".","",".","2.0","",".",".","",".","",".","0.4",".",".","."
"Dept. Total","528","3.810","65.5","27.5","4.0","0.2","0.2","",".","",".","2.3","",".",".","",".","",".","0.4",".",".","."
