"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"ALS","","","","","","","","","","","","","","","","","","",""
"FOREST AND WILDLIFE ECOLO","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"396
F&W ECOL","","","","","","","","","","","","","","","","","","",""
"100
Introduction to Forestry","001","121","3.442","60.3","12.4","5.0","9.9","8.3","3.3","0.8",".",".",".",".",".",".",".",".","."
"201
Biomatl&Medicinals from Forest","001","51","3.640","45.1","35.3","17.6",".",".",".",".","2.0",".",".",".",".",".",".",".","."
"230","001","19","3.667","63.2","21.1","5.3",".",".","5.3",".",".",".",".",".",".",".","5.3",".","."
"230","002","19","3.737","73.7","15.8",".","5.3","5.3",".",".",".",".",".",".",".",".",".",".","."
"Intro-Rsrce Based Recreatn","Course Total","38","3.703","68.4","18.4","2.6","2.6","2.6","2.6",".",".",".",".",".",".",".","2.6",".","."
"299","006","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","021","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","2","***","","","","","","","","","","","","","","","",""
"304
Remote Sensng Vis Image&GIS","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"330
Rsrce-Oriented Recreatn Mgt","001","19","3.421","42.1","31.6","15.8",".","5.3","5.3",".",".",".",".",".",".",".",".",".","."
"375
Special Topics","001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"399","006","1","***","","","","","","","","","",".",".",".",".",".",".","."
"399","008","1","***","","","","","","","","","",".",".",".",".",".",".","."
"399","023","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Coord Intrnshp/Cooprtv Educ","Course Total","3","***","","","","","","","","","","","","","","","",""
"402","001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"402","002","8","2.857","37.5",".","12.5",".","25.0","12.5",".","12.5",".",".",".",".",".",".",".","."
"Dendrology","Course Total","13","3.208","46.2","7.7","15.4",".","15.4","7.7",".","7.7",".",".",".",".",".",".",".","."
"403
Geom Anal-Vert Aerial Photo","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"415
Tree Physiology","001","12","3.682","58.3","8.3","25.0",".",".",".",".",".",".",".",".",".","8.3",".",".","."
"455
The Vegetation of Wisconsin","001","9","3.056","33.3","11.1","11.1","22.2","22.2",".",".",".",".",".",".",".",".",".",".","."
"460
General Ecology","001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"500
Insects&Diseases-Forest Mgt","001","15","2.667",".","26.7","26.7","13.3","26.7","6.7",".",".",".",".",".",".",".",".",".","."
"511
Intro Ag & Nat Rscrs-Dev Cntry","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"515
Renewable Resources Policy","001","17","3.412","29.4","35.3","23.5","11.8",".",".",".",".",".",".",".",".",".",".",".","."
"550
Forest Ecology","001","44","3.366","43.2","20.5","13.6","6.8","15.9",".",".",".",".",".",".",".",".",".",".","."
"571","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"571","002","8","3.625","37.5","50.0","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"Stat Meth for Bioscience I","Course Total","10","3.700","50.0","40.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"590
Integrated Resource Mgmt","001","9","3.944","88.9","11.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","006","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","008","4","***","","","","","","","","","",".",".",".",".",".",".","."
"699","016","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","017","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","021","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Special Problems","Course Total","8","3.577","37.5","37.5","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"790","002","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","013","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Special Problems","Course Total","5","***","","","","","","","","","","","","","","","",""
"901
Colloq-Forestry&Forest Prod","001","12","4.000","83.3",".",".",".",".",".",".","16.7",".",".",".",".",".",".",".","."
"990","002","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","004","4","***","","","","","","","","","",".",".",".",".",".",".","."
"990","005","2","***","","","","","","","","","",".",".",".",".",".",".","."
"April 02, 2013","","","","","","","","","","","","","","","","","","","Page 23 of 391"
