"TERM:  1212","","","","","","","","","","","","","","",""
"COLLEGE:  L&S","","","","","","","","","","","","","","",""
"SUBJECT:  LITERATURE IN TRANSLATION (551)","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","COMB","ENRL","",""
"SESS","CAT","COMP","SECT","OFFER","Time","M
T","W
R","F","S","X","FACILITY","","","EMPLID","Instructor role / name"
"","","","","","","","","","","","","ENRN","TOT","",""
"A1","201","LEC","001","1","09:55 - 10:45","M","W","F","","","ONLINE","76","32","0003127390","P / IRINA SHEVELENKO"
"A1","203","LEC","001","1","09:55 - 10:45","M","W","F","","","ONLINE","76","44","0003127390","P / IRINA SHEVELENKO"
"A1","203","DIS","301","1","09:55 - 10:45","T","","","","","ONLINE","","13","0005693299","P / ALEXANDRA PORTICE"
"A1","203","DIS","302","1","09:55 - 10:45","","R","","","","ONLINE","","14","0001598051","P / JESSE KRUSCHKE"
"A1","203","DIS","303","1","12:05 - 12:55","T","","","","","ONLINE","","9","0005693299","P / ALEXANDRA PORTICE"
"A1","203","DIS","304","1","12:05 - 12:55","","R","","","","ONLINE","","8","0001598051","P / JESSE KRUSCHKE"
"A1","209","LEC","001","1","13:00 - 14:15","T","R","","","","0114 0184","15","7","0002600937","P / RICHARD GOODKIN"
"A1","209","LEC","002","1","13:00 - 14:15","T","R","","","","0114 0184","15","8","0002600937","P / RICHARD GOODKIN"
"A1","209","DIS","301","1","13:20 - 14:10","","W","","","","0482 0155","","4","0002600937","P / RICHARD GOODKIN"
"A1","209","DIS","302","1","12:05 - 12:55","","W","","","","0482 0104","","3","0002600937","P / RICHARD GOODKIN"
"A1","220","LEC","001","1","09:55 - 10:45","M","W","F","","","ONLINE","21","20","0003040651","P / ANDREW REYNOLDS"
"A1","222","LEC","001","1","12:05 - 12:55","M","W","F","","","ONLINE","44","44","0003040651","P / ANDREW REYNOLDS"
"A1","223","LEC","001","1","11:00 - 11:50","M","W","F","","","ONLINE","44","16","0003973321","P / SERGEY KARPUKHIN"
"A1","226","LEC","001","1","11:00 - 12:15","T","","","","","ONLINE","16","13","0002600133","P / ELLEN SAPEGA"
"A1","227","LEC","001","1","09:30 - 10:45","T","R","","","","ONLINE","103","11","0004904020","P / JEREMY HUTTON"
"A1","231","LEC","001","1","13:00 - 14:15","T","R","","","","ONLINE","95","73","0004587177","P / ADAM KERN"
"A1","233","LEC","001","1","14:25 - 15:15","M","W","F","","","ONLINE","19","8","0000166746","P / JENNIFER TISHLER"
"A1","233","LEC","002","1","14:25 - 15:15","M","W","F","","","ONLINE","19","11","0000166746","P / JENNIFER TISHLER"
"A1","233","DIS","301","1","14:25 - 15:15","T","","","","","ONLINE","","8","0000166746","P / JENNIFER TISHLER"
"A1","235","LEC","001","1","14:30 - 15:45","T","R","","","","0155 1325","6","6","0000886751","P / SCOTT MELLOR"
"A1","236","LEC","001","1","11:00 - 12:15","T","R","","","","ONLINE","23","20","0003352933","P / VENKAT MANI"
"A1","247","LEC","001","1","11:00 - 11:50","M","W","F","","","0006 0226","12","6","0006177770","P / KIRILL OSPOVAT"
"A1","247","LEC","002","1","13:20 - 14:10","M","W","F","","","ONLINE","28","15","0006177770","P / KIRILL OSPOVAT"
"A1","247","LEC","003","1","14:25 - 15:15","M","W","F","","","ONLINE","12","5","0006316528","P / KRZYSZTOF BOROWSKI"
"A1","247","LEC","004","1","14:30 - 15:45","T","R","","","","ONLINE","28","2","0005923121","P / MARINA ZILBERGERTS"
"A1","247","LEC","005","1","13:00 - 14:15","T","R","","","","0482 0104","12","5","0006238255","P / LUKASZ WODZYNSKI"
"A1","254","LEC","001","1","11:00 - 12:15","T","R","","","","ONLINE","","96","0000127660","P / PATRICK RUMBLE"
"A1","260","LEC","001","1","09:30 - 10:45","T","R","","","","ONLINE","","28","0005127602","P / CORIE MARSHALL"
"A1","263","LEC","001","1","11:00 - 12:15","T","R","","","","ONLINE","31","22","0004587177","P / ADAM KERN"
