"","990
059","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"","990
065","4","***","","","","","","","","","",".",".","",".",".",".",".","."
"","990
066","3","***","","","","","","","","","",".",".","",".",".",".",".","."
"Research","Course Total","63","",".",".",".",".",".",".",".","66.7",".",".","",".","33.3",".",".",".","."
"PSYCH
820","Dept. Total","4373","3.239","37.8","19.0","20.1","8.3","9.1","2.1","1.5","1.2","0.0",".","",".","0.5","0.3","0.0","0.0","0.0"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"820
PSYCH","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","454","2.795","19.2","19.8","18.3","13.9","19.4","6.4","2.9",".",".",".","",".",".",".",".",".","0.2"
"Sophomore","","1171","3.166","30.2","22.1","23.5","9.5","10.8","2.0","1.6",".",".",".","",".",".","0.1","0.1",".","0.1"
"Junior","","1054","3.260","38.0","19.3","22.0","8.9","8.7","1.1","1.6",".",".",".","",".",".","0.4",".",".","."
"Senior","","1433","3.387","47.1","17.9","19.2","6.3","5.9","1.7","0.9","0.6","0.1",".","",".",".","0.3",".",".","."
"Undergraduates","","4112","3.230","36.9","19.7","21.0","8.7","9.5","2.2","1.5","0.2","0.0",".","",".",".","0.2","0.0",".","0.0"
"Special","","41","2.759","22.0","14.6","14.6","9.8","17.1","4.9","4.9","4.9",".",".","",".",".","4.9",".","2.4","."
"Graduate","","216","3.789","58.3","7.4","3.7",".","0.9",".",".","19.9",".","0.5","",".","9.3",".",".",".","."
"Prof Yr 3","","2","***","","","","","","","","","",".","",".",".",".",".",".","."
"Prof Yr 4","","3","***","","","","","","","","","",".","",".","33.3",".",".",".","."
"Professionals","","5","***","","","","","","","","","",".","",".","20.0",".",".",".","."
"","Dept. Total","4374","3.239","37.8","19.0","20.1","8.3","9.1","2.1","1.5","1.2","0.0","0.0","",".","0.5","0.3","0.0","0.0","0.0"
