"SPANISH (SPANISH AND PORTU Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"912
SPANISH","","","","","","","","","","","","","","","","","","",""
"","102
001","7","3.429","57.1",".","14.3","28.6",".",".",".",".",".",".",".",".",".",".",".","."
"","102
002","9","3.188","22.2","11.1","44.4",".","11.1",".",".","11.1",".",".",".",".",".",".",".","."
"","003
102","12","3.227","8.3","50.0","16.7","8.3","8.3",".",".",".",".",".",".",".","8.3",".",".","."
"","102
004","10","2.889",".","40.0","40.0",".",".",".","10.0","10.0",".",".",".",".",".",".",".","."
"","005
102","14","3.179","21.4","28.6","35.7","7.1",".","7.1",".",".",".",".",".",".",".",".",".","."
"","006
102","12","3.125","16.7","25.0","41.7",".","16.7",".",".",".",".",".",".",".",".",".",".","."
"","102
007","9","2.889","11.1","11.1","44.4","11.1","22.2",".",".",".",".",".",".",".",".",".",".","."
"","102
008","9","2.278",".","22.2","33.3","11.1","11.1",".","22.2",".",".",".",".",".",".",".",".","."
"","102
010","11","3.091","45.5",".","18.2","18.2","9.1","9.1",".",".",".",".",".",".",".",".",".","."
"First Year Spanish","Course Total","93","3.039","19.4","22.6","32.3","8.6","8.6","2.2","3.2","2.2",".",".",".",".","1.1",".",".","."
"","203
001","18","3.083","22.2","5.6","50.0","11.1","11.1",".",".",".",".",".",".",".",".",".",".","."
"","203
002","10","3.150","20.0","40.0","20.0","10.0",".","10.0",".",".",".",".",".",".",".",".",".","."
"","003
203","14","3.393","28.6","35.7","28.6",".","7.1",".",".",".",".",".",".",".",".",".",".","."
"","004
203","17","2.912","11.8","29.4","35.3",".","11.8","11.8",".",".",".",".",".",".",".",".",".","."
"","005
203","15","3.400","33.3","33.3","20.0","6.7","6.7",".",".",".",".",".",".",".",".",".",".","."
"","203
006","20","3.300","25.0","25.0","40.0","5.0","5.0",".",".",".",".",".",".",".",".",".",".","."
"","203
007","13","2.885","23.1","23.1","38.5",".",".",".","15.4",".",".",".",".",".",".",".",".","."
"","008
203","17","3.088","11.8","29.4","35.3","11.8","11.8",".",".",".",".",".",".",".",".",".",".","."
"","009
203","17","3.441","41.2","17.6","35.3",".","5.9",".",".",".",".",".",".",".",".",".",".","."
"","010
203","18","2.889","16.7","16.7","33.3","16.7","11.1",".","5.6",".",".",".",".",".",".",".",".","."
"","011
203","16","3.344","25.0","31.3","31.3","12.5",".",".",".",".",".",".",".",".",".",".",".","."
"","012
203","13","3.115","23.1","15.4","38.5","7.7","15.4",".",".",".",".",".",".",".",".",".",".","."
"","203
013","17","3.147","5.9","41.2","35.3","11.8","5.9",".",".",".",".",".",".",".",".",".",".","."
"","014
203","15","3.333","26.7","13.3","60.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","203
015","16","2.563","12.5","12.5","31.3","12.5","18.8",".","12.5",".",".",".",".",".",".",".",".","."
"Third Semester Spanish","Course Total","236","3.136","21.6","24.2","36.0","7.2","7.6","1.3","2.1",".",".",".",".",".",".",".",".","."
"","204
001","19","3.737","63.2","31.6",".",".","5.3",".",".",".",".",".",".",".",".",".",".","."
"","204
002","13","3.500","38.5","23.1","38.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","003
204","14","3.464","42.9","28.6","14.3","7.1","7.1",".",".",".",".",".",".",".",".",".",".","."
"","204
005","20","3.600","50.0","20.0","30.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","006
204","23","3.783","73.9","13.0","8.7","4.3",".",".",".",".",".",".",".",".",".",".",".","."
"","204
007","20","3.750","60.0","30.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","204
008","20","3.250","20.0","50.0","10.0",".","20.0",".",".",".",".",".",".",".",".",".",".","."
"","204
009","20","3.650","65.0","10.0","20.0",".","5.0",".",".",".",".",".",".",".",".",".",".","."
"","010
204","19","3.868","78.9","15.8","5.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","204
011","20","3.375","40.0","20.0","25.0","5.0","10.0",".",".",".",".",".",".",".",".",".",".","."
"","204
012","17","3.324","35.3","29.4","17.6","11.8",".","5.9",".",".",".",".",".",".",".",".",".","."
"","204
013","19","3.500","42.1","26.3","26.3",".","5.3",".",".",".",".",".",".",".",".",".",".","."
"","204
014","10","3.000","40.0",".","30.0",".","20.0","10.0",".",".",".",".",".",".",".",".",".","."
"","204
015","20","3.250","30.0","20.0","40.0",".","5.0","5.0",".",".",".",".",".",".",".",".",".","."
"Fourth Semester Spanish","Course Total","254","3.528","49.6","23.2","18.9","2.0","5.1","1.2",".",".",".",".",".",".",".",".",".","."
"","001
223","175","3.631","64.6","13.7","12.6","1.7","3.4","1.7","0.6",".",".",".",".",".",".","0.6","0.6","0.6"
"","002
223","7","3.857","85.7",".","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro to Hispanic Cultures","Course Total","182","3.640","65.4","13.2","12.6","1.6","3.3","1.6","0.5",".",".",".",".",".",".","0.5","0.5","0.5"
"Intro-Hispanic Literatures","224
001","147","3.520","40.1","35.4","21.1","0.7","1.4",".","1.4",".",".",".",".",".",".",".",".","."
