"","999
010","2","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"","999
120","1","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"","999
160","1","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"Readng & Rsch-Marketing PhD","Course Total","6","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"MARKETNG
237","Dept. Total","1744","3.382","27.9","37.8","24.1","7.3","1.6","0.6","0.2","0.3","",".",".","",".","",".","0.1","0.1",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"237
MARKETNG","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","195","3.095","5.6","37.4","40.0","11.3","2.6","2.6","0.5",".","",".",".","",".","",".",".",".",".","."
"Junior","","442","3.294","16.3","43.9","26.7","9.5","3.2","0.5",".",".","",".",".","",".","",".",".",".",".","."
"Senior","","699","3.394","26.2","37.3","27.0","7.4","0.9","0.1","0.3","0.3","",".",".","",".","",".","0.3","0.1",".","."
"Undergraduates","","1336","3.317","19.9","39.5","28.8","8.7","1.9","0.6","0.2","0.1","",".",".","",".","",".","0.1","0.1",".","."
"Special","","28","3.020","10.7","39.3","7.1","21.4","3.6","7.1",".","10.7","",".",".","",".","",".",".",".",".","."
"Graduate","","375","3.685","57.1","31.7","9.1","1.3","0.5",".",".","0.3","",".",".","",".","",".",".",".",".","."
"Prof Yr 3","","5","***","","","","","","","","","","",".","",".","",".",".",".",".","."
"Professionals","","5","***","","","","","","","","","","",".","",".","",".",".",".",".","."
"","Dept. Total","1744","3.382","27.9","37.8","24.1","7.3","1.6","0.6","0.2","0.3","",".",".","",".","",".","0.1","0.1",".","."
