"","699
007","","1","***","","","","","","","","","","","","","","","","",".",".","",".","","",".",".",".","."
"","699
011","","16","4.000","100.0",".","",".",".","","",".","",".","",".",".","",".","",".",".","",".","","",".",".",".","."
"","699
012","","2","***","","","","","","","","","","","","","","","","",".",".","",".","","",".",".",".","."
"Neurosurg-Directed Study","Course Total","","45","3.970","93.3","6.7","",".","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"NEURSURG
678","Dept. Total","","45","3.970","93.3","6.7","",".","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","","BC","","C","","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","","","",""
"678
NEURSURG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","","4","***","","","","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Junior","","","16","3.966","93.8","6.3","",".","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Senior","","","24","4.000","100.0",".","",".","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","44","3.982","95.5","4.5","",".","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Special","","","1","***","","","","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"","Dept. Total","","45","3.970","93.3","6.7","",".","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
