"CHEMISTRY","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"224
CHEM","","","","","","","","","","","","","","","","","","","",""
"923","157","","7","4.000","57.1",".",".",".",".",".",".","42.9",".",".",".",".",".",".",".","."
"Spctroscpy&Spectrochem Anal","Course Total","","22","4.000","81.8",".",".",".",".",".",".","18.2",".",".",".",".",".",".",".","."
"942
Smr-Physical Organic Chem","020","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"943
Smr-Bio-Organic Chemistry","048","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"945
Seminar-Chemical Biology (Adv)","001","","6","3.417","33.3","16.7","50.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"960
Seminar-Physical Chemistry","002","","9","3.944","88.9","11.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"964","011","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"964","017","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"964","021","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"964","024","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"964","031","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"964","033","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Seminar: Molecular Dynamics","Course Total","","8","4.000","75.0",".",".",".",".",".",".",".",".",".",".","25.0",".",".",".","."
"990","016","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"990","017","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","020","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","025","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","029","","16","",".",".",".",".",".",".",".",".",".",".",".","100.0",".",".",".","."
"990","034","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","036","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","045","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"990","047","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","048","","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"990","050","","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"990","057","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","058","","13","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"990","059","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"990","071","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","076","","10","",".",".",".",".",".",".",".","90.0","10.0",".",".",".",".",".",".","."
"990","077","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","082","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Research-Organic","Course Total","","77","",".",".",".",".",".",".",".","74.0","1.3",".",".","24.7",".",".",".","."
"992","004","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"992","007","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"992","008","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"992","009","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"992","011","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"992","013","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"992","015","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"992","017","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"992","020","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"992","021","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"992","022","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"992","024","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"992","031","","7","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"July 26, 2015","","","","","","","","","","","","","","","","","","","Page 186 of 430",""
