"","990
025","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"","990
026","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"Thesis","Course Total","7","",".",".",".",".",".",".",".","71.4","14.3",".","",".","14.3",".",".",".","."
"Indep Reading & Research","999
011","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"AFRICAN
104","Dept. Total","434","3.498","52.3","19.1","12.0","6.0","4.6","0.2","1.8","1.8","0.2",".","",".","0.2","1.4","0.2",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"104
AFRICAN","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","49","3.099","38.8","12.2","18.4","16.3","8.2",".","6.1",".",".",".","",".",".",".",".",".","."
"Sophomore","","118","3.580","60.2","18.6","11.9","2.5","5.1",".","1.7",".",".",".","",".",".",".",".",".","."
"Junior","","110","3.489","47.3","27.3","9.1","6.4","3.6","0.9","1.8",".",".",".","",".",".","3.6",".",".","."
"Senior","","115","3.530","55.7","17.4","13.9","6.1","4.3",".","0.9","1.7",".",".","",".",".",".",".",".","."
"Undergraduates","","392","3.481","52.6","19.9","12.5","6.4","4.8","0.3","2.0","0.5",".",".","",".",".","1.0",".",".","."
"Special","","4","***","","","","","","","","","",".","",".",".",".","25.0",".","."
"Graduate","","37","3.718","51.4","8.1","8.1","2.7","2.7",".",".","16.2","2.7",".","",".","2.7","5.4",".",".","."
"Prof Yr 3","","1","***","","","","","","","","","",".","",".",".",".",".",".","."
"Professionals","","1","***","","","","","","","","","",".","",".",".",".",".",".","."
"","Dept. Total","434","3.498","52.3","19.1","12.0","6.0","4.6","0.2","1.8","1.8","0.2",".","",".","0.2","1.4","0.2",".","."
