"HISTORY","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"448
HISTORY","","","","","","","","","","","","","","","","","","","",""
"600","004","","14","2.929","14.3","21.4","21.4","21.4","21.4",".",".",".",".",".",".",".",".",".",".","."
"600","006","","14","3.679","35.7","64.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"600","007","","13","3.750","61.5","15.4","15.4",".",".",".",".",".",".",".",".",".","7.7",".",".","."
"600","008","","16","3.433","31.3","18.8","43.8",".",".",".",".",".",".",".",".",".","6.3",".",".","."
"600","009","","15","3.333","26.7","20.0","46.7","6.7",".",".",".",".",".",".",".",".",".",".",".","."
"600","010","","6","3.667","50.0","33.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"600","011","","10","2.833","40.0","10.0","20.0",".",".",".","20.0",".",".",".",".",".","10.0",".",".","."
"600","012","","12","3.833","66.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Seminar in History","Course Total","","127","3.467","40.9","28.3","18.9","3.9","3.1",".","1.6",".",".",".",".",".","3.1",".",".","."
"622
Hist-Rad&Expermntl Ed in US&UK","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"636
Afro-Am Hist Since 1900","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"680
Honors Thesis Colloquium","001","","14","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"681
Senior Honors Thesis","077","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","009","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","013","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","022","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"682","028","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","039","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"682","057","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","060","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","065","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","073","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","077","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"682","085","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","086","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Honors Thesis","Course Total","","16","3.860","75.0","12.5","6.3",".",".",".",".",".",".",".",".",".","6.3",".",".","."
"690
Thesis Colloquium","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"692
Senior Thesis","039","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"698
Directed Study","016","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","016","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","017","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","028","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","029","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","039","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","057","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","090","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","094","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","099","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","Course Total","","10","3.938","80.0",".","10.0",".",".",".",".",".",".",".",".",".","10.0",".",".","."
"705
Topics in Global History","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"755
Prosem-S E Asian History","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"805
Seminar-Medieval History","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"845
Smr-Central European Hist","001","","6","3.833","83.3",".","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"849
Smr-Hist Imp Russia, 1649-1917","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"July 26, 2015","","","","","","","","","","","","","","","","","","","Page 241 of 430",""
