"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","",""
"COMPARATIVE LITERATURE","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"260
COMP LIT","","","","","","","","","","","","","","","","","","",""
"Intro to Mod & Contemp Lit","202
001","67","3.903","88.1","7.5","3.0",".","1.5",".",".",".",".",".",".",".",".",".",".","."
"","203
001","57","3.196","22.8","29.8","29.8","8.8","1.8","3.5","1.8","1.8",".",".",".",".",".",".",".","."
"","203
002","64","3.664","51.6","35.9","7.8","3.1","1.6",".",".",".",".",".",".",".",".",".",".","."
"","203
003","20","3.375","35.0","40.0","15.0","5.0",".",".","5.0",".",".",".",".",".",".",".",".","."
"Intro Cross-Cultrl Lit Form","Course Total","141","3.436","37.6","34.0","17.7","5.7","1.4","1.4","1.4","0.7",".",".",".",".",".",".",".","."
"Race & Ethnicity-In&Beyond US","205
001","141","3.007","2.8","28.4","41.1","21.3","5.7",".",".",".",".",".",".",".","0.7",".",".","."
"Problms in Comp Lit & Cultures","350
001","29","3.464","31.0","27.6","37.9",".",".",".",".",".",".",".",".",".","3.4",".",".","."
"","370
001","16","3.906","87.5","6.3","6.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","002
370","13","3.231","23.1","46.2","23.1",".",".",".","7.7",".",".",".",".",".",".",".",".","."
"Comp Prob in Periods & Movemnt","Course Total","29","3.603","58.6","24.1","13.8",".",".",".","3.4",".",".",".",".",".",".",".",".","."
"Literary Criticism","371
001","10","4.000","80.0",".",".",".",".",".",".","20.0",".",".",".",".",".",".",".","."
"Poetics and Literary Theory","475
001","7","3.500","28.6","42.9","28.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"Proseminar","690
001","6","3.875","50.0","16.7",".",".",".",".",".",".",".",".",".",".","33.3",".",".","."
"","699
008","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
012","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","Course Total","2","***","","","","","","","","","","","","","","","",""
"Literary Criticism","771
001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Lit & Related Disciplines","775
001","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Smr-Literature, Media,the Arts","966
001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Smr in Poetics-Polyseminar","976
001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
003","12","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","990
008","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
012","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Research and Thesis","Course Total","17","",".",".",".",".",".",".",".","94.1",".",".",".","5.9",".",".",".","."
