"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","",""
"JEWISH STUDIES","Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","Grades","GPA","","","","","","","","","","","","","","","",""
"510
JEWISH","","","","","","","","","","","","","","","","","","","",""
"Elem Topics in Jewish Lit","230","001","8","3.438","37.5","25.0","25.0","12.5",".",".",".",".",".",".",".",".",".",".",".","."
"Elem Topics in Jewish History","231","001","25","3.520","28.0","48.0","24.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Yiddish Lit & Culture, America","279","001","20","3.658","45.0","35.0","15.0",".",".",".",".","5.0",".",".",".",".",".",".",".","."
"Intro to Hebrew Literature","302","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Modern Jewish Literature","318","001","45","3.635","48.9","35.6","8.9","6.7",".",".",".",".",".",".",".",".",".",".",".","."
"","319","001","15","3.700","73.3","6.7","13.3",".","6.7",".",".",".",".",".",".",".",".",".",".","."
"","319","002","50","3.670","64.0","16.0","14.0","2.0","4.0",".",".",".",".",".",".",".",".",".",".","."
"Yiddish Song & the Jewish Exp","","Course Total","65","3.679","66.2","13.8","13.8","1.5","4.6",".",".",".",".",".",".",".",".",".",".","."
"Prophets of the Bible","332","001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Zionism:Thought, Cultr, Lit","356","001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Topics in Modern Hebrew Lit II","402","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","515","001","6","3.667","33.3","66.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","515","002","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Holocaust: Hist, Memory & Educ","","Course Total","8","3.750","50.0","50.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Adv Topics in Jewish History","631","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Research Colloquium for Majors","675","001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","677","004","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","677","005","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independnt Research for Majors","","Course Total","2","***","","","","","","","","","","","","","","","",""
"","699","005","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","008","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","","Course Total","2","***","","","","","","","","","","","","","","","",""
"JEWISH
510","","Dept. Total","190","3.641","52.1","27.4","13.7","2.6","1.6",".",".","0.5",".","1.6",".",".",".",".","0.5","."
