"","775
002","28","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","775
003","17","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","775
004","12","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Externship","Course Total","90","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"MED SC-V
623","Dept. Total","1246","3.713","26.9","5.0","5.2","0.6","0.2",".",".","55.9",".",".",".",".","5.6",".","0.6","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"623
MED SC-V","","","","","","","","","","","","","","","","","","",""
"Sophomore","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Junior","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior","","11","4.000","9.1",".",".",".",".",".",".","90.9",".",".",".",".",".",".",".","."
"Undergraduates","","15","3.875","26.7","6.7",".",".",".",".",".","66.7",".",".",".",".",".",".",".","."
"Special","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Prof Yr 1","","288","3.572","14.6","11.1","6.3","1.7",".",".",".","56.3",".",".",".",".","8.7",".","1.4","."
"Prof Yr 2","","108","4.000","1.9",".",".",".",".",".",".","53.7",".",".",".",".","40.7",".","3.7","."
"Prof Yr 3","","419","3.624","37.9","6.9","11.2","0.5","0.5",".",".","43.0",".",".",".",".",".",".",".","."
"Prof Yr 4","","415","4.000","30.8",".",".",".",".",".",".","68.9",".",".",".",".","0.2",".",".","."
"Professionals","","1230","3.711","26.9","5.0","5.3","0.6","0.2",".",".","55.8",".",".",".",".","5.7",".","0.7","."
"","Dept. Total","1246","3.713","26.9","5.0","5.2","0.6","0.2",".",".","55.9",".",".",".",".","5.6",".","0.6","."
