"SLAVIC (SLAVIC LANGUAGES)","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"888
SLAVIC","","","","","","","","","","","","","","","","","","","","","",""
"Indiv Research-Slavic Lit","Course Total","13","",".",".",".",".",".",".",".","61.5","",".",".","",".","38.5","",".",".",".","."
"SLAVIC
888","Dept. Total","267","3.701","65.2","15.4","7.9","3.0","1.1","0.4","1.1","4.1","",".",".","",".","1.9","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"888
SLAVIC","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","14","3.600","71.4",".","21.4",".","7.1",".",".",".","",".",".","",".",".","",".",".",".","."
"Sophomore","","43","3.605","69.8","11.6","9.3","4.7",".","2.3","2.3",".","",".",".","",".",".","",".",".",".","."
"Junior","","55","3.644","52.7","27.3","12.7","5.5",".",".",".","1.8","",".",".","",".",".","",".",".",".","."
"Senior","","93","3.738","66.7","18.3","7.5","3.2","2.2",".",".","2.2","",".",".","",".",".","",".",".",".","."
"Undergraduates","","205","3.673","63.9","18.0","10.2","3.9","1.5","0.5","0.5","1.5","",".",".","",".",".","",".",".",".","."
"Special","","8","3.917","87.5","12.5",".",".",".",".",".",".","",".",".","",".",".","",".",".",".","."
"Graduate","","53","3.826","66.0","5.7",".",".",".",".","3.8","15.1","",".",".","",".","9.4","",".",".",".","."
"Prof Yr 3","","1","***","","","","","","","","","","",".","",".",".","",".",".",".","."
"Professionals","","1","***","","","","","","","","","","",".","",".",".","",".",".",".","."
"","Dept. Total","267","3.701","65.2","15.4","7.9","3.0","1.1","0.4","1.1","4.1","",".",".","",".","1.9","",".",".",".","."
