"EDU","","","","","","","","","","","","","","","","","","","","","",""
"EDUCATIONAL PSYCHOLOGY","Section","#","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"315
ED PSYCH","","","","","","","","","","","","","","","","","","","","","",""
"ED PSYCH
315","Dept. Total","1335","3.764","66.1","19.0","7.0","2.2","0.7","",".","0.2","3.4","",".",".","",".","0.3","0.5",".","0.4","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"315
ED PSYCH","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","59","3.509","44.1","27.1","13.6","11.9","1.7","",".",".",".","",".",".","",".",".","1.7",".",".","."
"Sophomore","","293","3.695","57.7","28.7","10.6","2.7",".","",".","0.3",".","",".",".","",".",".",".",".",".","."
"Junior","","282","3.745","65.6","22.3","8.5","1.8","0.7","",".","0.4",".","",".",".","",".",".","0.7",".",".","."
"Senior","","282","3.707","66.0","18.1","9.2","2.5","2.5","",".","0.4","1.1","",".",".","",".",".","0.4",".",".","."
"Undergraduates","","916","3.702","61.8","23.4","9.7","2.9","1.1","",".","0.3","0.3","",".",".","",".",".","0.4",".",".","."
"Special","","9","3.475","22.2","33.3","22.2",".",".","",".",".","22.2","",".",".","",".",".",".",".",".","."
"Graduate","","411","3.931","76.2","8.8","0.7","0.5",".","",".",".","10.0","",".","1.0","",".","1.0","0.7",".","1.2","."
"Prof Yr 2","","1","***","","","","","","","","","","","",".","",".",".",".",".",".","."
"Prof Yr 3","","1","***","","","","","","","","","","","",".","",".",".",".",".",".","."
"Prof Yr 4","","1","***","","","","","","","","","","","",".","",".",".",".",".",".","."
"Professionals","","3","***","","","","","","","","","","","",".","",".",".",".",".",".","."
"","Dept. Total","1339","3.764","65.9","19.0","7.0","2.2","0.7","",".","0.2","3.4","",".","0.3","",".","0.3","0.5",".","0.4","."
