"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","",""
"ATMOSPHERIC & OCEANIC SCIE Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"640
ATM OCN","","","","","","","","","","","","","","","","","","",""
"100
Weather and Climate","001","147","2.736","20.4","12.9","17.0","17.0","20.4","6.8","3.4","2.0",".",".",".",".",".",".",".","."
"101
Weather and Climate","001","60","2.942","26.7","15.0","23.3","10.0","16.7","6.7","1.7",".",".",".",".",".",".",".",".","."
"105
Survey of Oceanography","001","39","3.487","51.3","15.4","28.2",".","2.6",".","2.6",".",".",".",".",".",".",".",".","."
"171
Global Chg: Atmospheric Iss","001","24","3.438","33.3","29.2","29.2","8.3",".",".",".",".",".",".",".",".",".",".",".","."
"311
Dynamic-Atmosphere&Ocean II","001","13","3.346","23.1","38.5","30.8",".","7.7",".",".",".",".",".",".",".",".",".",".","."
"332
Global Warming:Science&Impacts","001","16","2.875","12.5","25.0","25.0","12.5","18.8","6.3",".",".",".",".",".",".",".",".",".","."
"340
Physics-Atmosphere&Ocean II","001","13","3.731","53.8","38.5","7.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"401
Topics in Meteorology","001","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"405
AOS Senior Capstone Seminar","001","19","3.737","47.4","52.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"441
Radar & Satellite Meteorology","001","19","3.842","68.4","31.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"453
Syn Lab II-Mesoscale Meteor","001","17","3.088","17.6","17.6","41.2","11.8","11.8",".",".",".",".",".",".",".",".",".",".","."
"611
Geophys Fluid Dynamics II","001","11","3.591","54.5","27.3","9.1",".","9.1",".",".",".",".",".",".",".",".",".",".","."
"638
Atmospheric Chemistry","001","9","3.667","55.6","22.2","22.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"640
Radiatn in Atmosphere&Ocean","001","12","3.500","25.0","50.0","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"651
Synoptic-Dynamic Laboratory","001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"682
Senior Honors Thesis","037","1","***","","","","","","","","","",".",".",".",".",".",".","."
"691
Senior Thesis","011","1","***","","","","","","","","","",".",".",".",".",".",".","."
"692","025","1","***","","","","","","","","","",".",".",".",".",".",".","."
"692","029","1","***","","","","","","","","","",".",".",".",".",".",".","."
"692","037","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Thesis","Course Total","5","***","","","","","","","","","","","","","","","",""
"698","029","2","***","","","","","","","","","",".",".",".",".",".",".","."
"698","030","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","Course Total","7","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"699","005","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","027","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","034","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","Course Total","4","***","","","","","","","","","","","","","","","",""
"773
Boundary Layer Meteorology","001","12","3.750","66.7","16.7","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"900
Seminar-Meteorology","001","14","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"911
Limnology & Marine Sci Seminar","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","005","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","009","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","011","11","",".",".",".",".",".",".",".","90.9",".",".",".",".",".","9.1",".","."
"990","016","5","***","","","","","","","","","",".",".",".",".",".",".","."
"990","017","6","",".",".",".",".",".",".",".",".",".",".",".","100.0",".",".",".","."
"990","025","5","***","","","","","","","","","",".",".",".",".",".",".","."
"990","026","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","027","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","029","4","***","","","","","","","","","",".",".",".",".",".",".","."
"990","031","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","036","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","037","5","***","","","","","","","","","",".",".",".",".",".",".","."
"July 26, 2015","","","","","","","","","","","","","","","","","","Page 275 of 430",""
