"MECHANICAL ENGINEERING","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"612
M E","","","","","","","","","","","","","","","","","","",""
"Intro to Dynamic Systems","340
001","116","3.035","25.9","22.4","18.1","17.2","8.6","4.3","2.6",".",".",".",".",".","0.9",".",".","."
"Design of Machine Elements","342
001","124","2.797","12.1","12.1","29.0","23.4","19.4","2.4","0.8",".",".",".",".",".","0.8",".",".","."
"","349
002","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","349
004","19","3.395","42.1","21.1","15.8","15.8","5.3",".",".",".",".",".",".",".",".",".",".","."
"","349
007","20","3.100",".","30.0","60.0","10.0",".",".",".",".",".",".",".",".",".",".",".","."
"","009
349","24","3.583","45.8","33.3","16.7",".","4.2",".",".",".",".",".",".",".",".",".",".","."
"Engineering Design Projects","Course Total","68","3.346","27.9","26.5","35.3","7.4","2.9",".",".",".",".",".",".",".",".",".",".","."
"Interdis Exper Dsgn Projects I","351
001","9","3.667","55.6","33.3",".","11.1",".",".",".",".",".",".",".",".",".",".",".","."
"","352
001","11","3.455","36.4","18.2","45.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","352
002","18","3.694","50.0","38.9","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","352
003","18","3.639","38.9","50.0","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","352
004","18","3.556","50.0","27.8","11.1","5.6","5.6",".",".",".",".",".",".",".",".",".",".","."
"Interdis Expr Dsgn Projects II","Course Total","65","3.600","44.6","35.4","16.9","1.5","1.5",".",".",".",".",".",".",".",".",".",".","."
"","361
001","56","2.902","12.5","21.4","30.4","16.1","14.3","5.4",".",".",".",".",".",".",".",".",".","."
"","002
361","63","2.548","9.5","7.9","28.6","12.7","33.3","4.8","3.2",".",".",".",".",".",".",".",".","."
"","003
361","55","2.694","9.1","14.5","25.5","12.7","34.5",".","1.8",".",".",".",".",".","1.8",".",".","."
"Thermodynamics","Course Total","174","2.708","10.3","14.4","28.2","13.8","27.6","3.4","1.7",".",".",".",".",".","0.6",".",".","."
"","363
001","74","2.818","18.9","12.2","37.8",".","20.3","9.5","1.4",".",".",".",".",".",".",".",".","."
"","002
363","61","2.828","18.0","19.7","21.3","11.5","19.7","9.8",".",".",".",".",".",".",".",".",".","."
"Fluid Dynamics","Course Total","135","2.822","18.5","15.6","30.4","5.2","20.0","9.6","0.7",".",".",".",".",".",".",".",".","."
"Elementary Heat Transfer","364
001","136","3.147","18.4","33.8","24.3","13.2","7.4","2.2","0.7",".",".",".",".",".",".",".",".","."
"Engr Measure & Instrumentation","368
001","99","2.919","8.1","16.2","39.4","26.3","9.1","1.0",".",".",".",".",".",".",".",".",".","."
"Energy Systems Laboratory","370
001","114","2.961","10.5","25.4","25.4","22.8","15.8",".",".",".",".",".",".",".",".",".",".","."
"","417
001","58","3.388","22.4","39.7","31.0","6.9",".",".",".",".",".",".",".",".",".",".",".","."
"","002
417","41","3.305","14.6","43.9","29.3","12.2",".",".",".",".",".",".",".",".",".",".",".","."
"","417
003","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Intro to Polymer Processing","Course Total","101","3.361","19.8","41.6","29.7","8.9",".",".",".",".",".",".",".",".",".",".",".","."
"Engr Design with Polymers","418
003","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Stat Expermntl Design","424
001","7","2.714","14.3","28.6",".",".","57.1",".",".",".",".",".",".",".",".",".",".","."
"Rheology of Foods&Biomaterials","441
001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Automatic Controls","446
003","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Comptr Cntrl-Machns&Process","447
003","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Redesign & Prototype Fab","449
001","22","3.568","45.5","31.8","13.6","9.1",".",".",".",".",".",".",".",".",".",".",".","."
"Thermal Systems Modeling","461
001","38","2.868","13.2","15.8","36.8","10.5","18.4","5.3",".",".",".",".",".",".",".",".",".","."
"Welding Metallurgy","462
001","28","3.339","17.9","35.7","42.9","3.6",".",".",".",".",".",".",".",".",".",".",".","."
"Air Pollutn-Measure&Control","466
001","54","3.575","42.6","33.3","18.5","1.9","1.9",".",".","1.9",".",".",".",".",".",".",".","."
"Engr Princpl Off-Road Vehicles","476
001","21","2.952","14.3","9.5","47.6","19.0","4.8","4.8",".",".",".",".",".",".",".",".",".","."
"","489
015","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","489
020","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","489
034","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","489
054","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","489
095","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","489
096","1","***","","","","","","","","","",".",".",".",".",".",".","."
"July 26, 2015","","","","","","","","","","","","","","","","","","Page 138 of 430",""
