"","990
097","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","990
100","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
101","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Research","Course Total","117","",".",".",".",".",".",".",".","67.5",".",".",".","32.5",".",".",".","."
"PHYSICS
754","Dept. Total","3422","3.090","24.3","21.4","22.5","15.0","10.8","1.3","0.6","2.5",".",".",".","1.1","0.1","0.2",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"754
PHYSICS","","","","","","","","","","","","","","","","","","",""
"Freshmen","","144","3.098","37.5","11.1","18.8","20.1","9.0","1.4","1.4",".",".",".",".",".","0.7",".",".","."
"Sophomore","","702","3.077","24.5","23.1","21.5","16.4","12.5","1.6","0.1",".",".",".",".",".",".","0.3",".","."
"Junior","","1230","3.024","21.5","20.7","25.9","16.6","13.2","1.4","0.7",".",".",".",".",".","0.1",".",".","."
"Senior","","1032","3.132","26.0","23.7","22.8","15.4","10.0","1.5","0.5",".",".",".",".","0.1",".","0.1",".","."
"Undergraduates","","3108","3.073","24.4","21.8","23.6","16.3","11.8","1.4","0.5",".",".",".",".","0.0","0.1","0.1",".","."
"Special","","27","3.459","29.6","22.2","14.8","3.7","3.7",".",".","18.5",".",".",".",".",".","7.4",".","."
"Graduate","","287","3.459","23.3","17.4","11.5","1.7","1.0",".","1.4","28.6",".",".",".","13.2","1.0","0.7",".","."
"","Dept. Total","3422","3.090","24.3","21.4","22.5","15.0","10.8","1.3","0.6","2.5",".",".",".","1.1","0.1","0.2",".","."
