"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","",""
"SPANISH (SPANISH AND PORTU Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"912
SPANISH","","","","","","","","","","","","","","","","","","","",""
"Survey of Modern Spanish Lit","Course Total","","45","3.667","51.1","31.1","17.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","325
001","","19","3.474","52.6","15.8","15.8","5.3","10.5",".",".",".",".",".",".",".",".",".",".","."
"","002
325","","15","3.733","60.0","26.7","13.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","325
003","","7","3.571","42.9","28.6","28.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"","005
325","","18","3.688","50.0","22.2","16.7",".",".",".",".","5.6","5.6",".",".",".",".",".",".","."
"Advanced Conversation","Course Total","","59","3.614","52.5","22.0","16.9","1.7","3.4",".",".","1.7","1.7",".",".",".",".",".",".","."
"","326
001","","25","3.860","84.0","4.0","12.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","326
002","","16","3.438","50.0","12.5","31.3",".",".","6.3",".",".",".",".",".",".",".",".",".","."
"","326
003","","20","3.800","70.0","20.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Survey of Spanish American Lit","Course Total","","61","3.730","70.5","11.5","16.4",".",".","1.6",".",".",".",".",".",".",".",".",".","."
"","327
001","","21","3.762","66.7","19.0","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","002
327","","23","3.978","95.7","4.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","327
003","","24","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro to Spanish Linguistics","Course Total","","68","3.919","88.2","7.4","4.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"Spanish Applied Linguistics","331
001","","24","3.555","54.2","12.5","29.2",".","4.2",".",".",".",".",".",".",".",".",".",".","."
"Spanish Business Area Study","359
001","","28","3.839","89.3","3.6","3.6",".",".","3.6",".",".",".",".",".",".",".",".",".","."
"Spanish Civilization","361
001","","23","3.630","39.1","47.8","13.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Spanish Amer Civilization","363
001","","24","3.875","75.0","25.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Literatura del Siglo de Oro","417
001","","18","3.559","38.9","27.8","27.8",".",".",".",".",".",".",".",".",".","5.6",".",".","."
"Topics in Spanish Linguistics","446
001","","26","3.640","61.5","19.2","3.8","3.8","7.7",".",".",".",".",".",".",".",".",".","3.8","."
"Lit-Twentieth Century","453
001","","24","3.336","29.2","20.8","25.0","4.2","8.3",".",".",".",".",".",".",".","4.2","4.2","4.2","."
"Topics in Spanish Lit","456
00A","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Spanish Amer Poetry & Essay","464
001","","28","3.815","78.6","7.1","7.1",".","3.6",".",".","3.6",".",".",".",".",".",".",".","."
"","468
001","","21","3.786","76.2","14.3","4.8",".","4.8",".",".",".",".",".",".",".",".",".",".","."
"","468
002","","19","3.658","57.9","15.8","26.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","468
003","","24","3.625","50.0","25.0","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","468
00A","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Topics in Hispanic Culture","Course Total","","65","3.692","61.5","18.5","18.5",".","1.5",".",".",".",".",".",".",".",".",".",".","."
"Smr:Hispanic Lit/Cultr/Ling","470
001","","16","3.813","81.3","12.5",".",".","6.3",".",".",".",".",".",".",".",".",".",".","."
"Survey of Medieval Lit","504
001","","11","3.909","81.8","18.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Survey-Spanish Lit","506
001","","19","3.921","84.2","15.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Old Spanish","541
001","","10","3.600","40.0","40.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Thry & Pract-Hispanic Theatre","564
001","","13","4.000","92.3",".",".",".",".",".",".","7.7",".",".",".",".",".",".",".","."
"Senior Honors Thesis","682
002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
013","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
023","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
033","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","Course Total","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Smr-Spanish American Lit","802
001","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Lang Smr: Modern Spanish","815
001","","9","3.667","44.4","44.4","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Cervantes Don Quijote","851
001","","10","3.850","70.0","30.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
