"","990
085","1","***","","","","","","","","","","","","",".","",".",".",".",".",".","."
"","990
086","2","***","","","","","","","","","","","","",".","",".",".",".",".",".","."
"","990
088","1","***","","","","","","","","","","","","",".","",".",".",".",".",".","."
"Research","Course Total","72","",".",".",".",".",".","",".","",".","62.5","",".",".","",".","37.5",".",".",".","."
"MED PHYS
621","Dept. Total","283","3.652","49.5","11.7","12.0","0.4","0.4","",".","",".","16.3","",".",".","",".","9.5","0.4",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"621
MED PHYS","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","2","***","","","","","","","","","","","","",".","",".",".",".",".",".","."
"Junior","","8","3.842","87.5",".","12.5",".",".","",".","",".",".","",".",".","",".",".",".",".",".","."
"Senior","","17","3.476","52.9","5.9","29.4","5.9","5.9","",".","",".",".","",".",".","",".",".",".",".",".","."
"Undergraduates","","27","3.621","66.7","3.7","22.2","3.7","3.7","",".","",".",".","",".",".","",".",".",".",".",".","."
"Special","","4","***","","","","","","","","","","","","",".","",".",".",".",".",".","."
"Graduate","","252","3.661","48.0","12.3","10.7",".",".","",".","",".","17.9","",".",".","",".","10.7","0.4",".",".","."
"","Dept. Total","283","3.652","49.5","11.7","12.0","0.4","0.4","",".","",".","16.3","",".",".","",".","9.5","0.4",".",".","."
