"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","","","","",""
"AMN","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MILITARY SCIENCE","Section","#","Ave","A","AB","B","BC","C","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"644
MIL SCI","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","102
001","18","3.722","61.1","27.8","5.6","5.6",".","",".","",".",".","",".","",".",".","",".","","",".",".",".","."
"","102
002","7","4.000","100.0",".",".",".",".","",".","",".",".","",".","",".",".","",".","","",".",".",".","."
"","102
003","3","***","","","","","","","","","","","","","",".",".","",".","","",".",".",".","."
"","102
004","6","3.500","50.0",".","50.0",".",".","",".","",".",".","",".","",".",".","",".","","",".",".",".","."
"Basic Leadership","Course Total","34","3.765","70.6","14.7","11.8","2.9",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Leadership Lab 1B","111
111","22","4.000","100.0",".",".",".",".","",".","",".",".","",".","",".",".","",".","","",".",".",".","."
"","202
001","24","4.000","100.0",".",".",".",".","",".","",".",".","",".","",".",".","",".","","",".",".",".","."
"","202
002","13","4.000","100.0",".",".",".",".","",".","",".",".","",".","",".",".","",".","","",".",".",".","."
"Leadership and Teamwork","Course Total","37","4.000","100.0",".",".",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Leadership Lab 2B","211
211","12","4.000","100.0",".",".",".",".","",".","",".",".","",".","",".",".","",".","","",".",".",".","."
"Leadership and Ethics","302
001","20","4.000","100.0",".",".",".",".","",".","",".",".","",".","",".",".","",".","","",".",".",".","."
"Leadership Lab 3B","311
001","20","4.000","100.0",".",".",".",".","",".","",".",".","",".","",".",".","",".","","",".",".",".","."
"Officership","402
001","11","4.000","100.0",".",".",".",".","",".","",".",".","",".","",".",".","",".","","",".",".",".","."
"Leadership Lab 4B","411
001","11","4.000","100.0",".",".",".",".","",".","",".",".","",".","",".",".","",".","","",".",".",".","."
"American Military History","491
001","7","3.571","71.4",".","14.3",".","14.3","",".","",".",".","",".","",".",".","",".","","",".",".",".","."
"MIL SCI
644","Dept. Total","174","3.934","93.1","2.9","2.9","0.6","0.6","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"644
MIL SCI","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","34","3.948","91.2","2.9","5.9",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","50","3.841","86.0","8.0","2.0","2.0","2.0","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Junior","","25","3.895","92.0",".","8.0",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Senior","","58","4.000","100.0",".",".",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","167","3.931","92.8","3.0","3.0","0.6","0.6","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Special","","7","4.000","100.0",".",".",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","174","3.934","93.1","2.9","2.9","0.6","0.6","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
