"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","","","","","",""
"AMN","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AIR FORCE AEROSPACE STUDIE Section","#","","Ave","A","AB","B","BC","","C","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","",""
"102
A F AERO","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"102
001","","12","4.000","100.0",".",".",".","",".","",".","",".",".","",".","",".",".","",".","","",".",".",".","."
"102
002","","11","3.955","90.9","9.1",".",".","",".","",".","",".",".","",".","",".",".","",".","","",".",".",".","."
"Course Total
Foundations of US Air Force II","","23","3.978","95.7","4.3",".","",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"202
001
Evolution of US Air & Space II","","13","3.731","76.9","7.7","7.7",".","","7.7","",".","",".",".","",".","",".",".","",".","","",".",".",".","."
"304
001
Leadership Studies II","","13","3.885","76.9","23.1",".",".","",".","",".","",".",".","",".","",".",".","",".","","",".",".",".","."
"402
001
Preparation for Active Duty","","15","3.867","80.0","13.3","6.7",".","",".","",".","",".",".","",".","",".",".","",".","","",".",".",".","."
"A F AERO
Dept. Total
102","","64","3.879","84.4","10.9","3.1","",".","1.6","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Summary by Level","#","","Ave","A","AB","B","BC","","C","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","",""
"102
A F AERO","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","7","4.000","100.0",".",".","",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","17","3.971","94.1","5.9",".","",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Junior","","7","3.889","85.7",".","14.3","",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Senior","","33","3.851","75.8","18.2","3.0","",".","3.0","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","64","3.879","84.4","10.9","3.1","",".","1.6","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Dept. Total","","64","3.879","84.4","10.9","3.1","",".","1.6","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
