"","999
048","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"","999
054","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"","999
061","4","***","","","","","","","","","",".",".","",".",".",".",".","."
"Independent Work","Course Total","9","4.000","77.8",".",".",".",".",".",".",".",".",".","",".","11.1","11.1",".",".","."
"POLI SCI
778","Dept. Total","2438","3.244","30.6","26.0","19.0","10.8","6.2","1.3","1.1","1.7","0.0","0.7","",".","1.3","0.8","0.1","0.3","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"778
POLI SCI","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","157","2.900","9.6","22.3","26.8","26.8","12.1","2.5",".",".",".",".","",".",".",".",".",".","."
"Sophomore","","476","3.106","20.0","27.1","25.0","15.5","8.6","2.1","0.6",".",".",".","",".",".","0.4",".",".","0.6"
"Junior","","634","3.253","28.2","30.8","22.9","9.0","6.6","1.1","1.3",".",".",".","",".",".","0.2",".",".","."
"Senior","","924","3.321","37.9","25.9","15.9","9.6","5.4","1.1","1.6","0.5",".","0.8","",".",".","0.9","0.2","0.2","."
"Undergraduates","","2191","3.216","29.2","27.3","20.7","12.0","6.9","1.4","1.2","0.2",".","0.3","",".",".","0.5","0.1","0.1","0.1"
"Special","","42","3.463","26.2","16.7","4.8","2.4",".",".","2.4","35.7",".","2.4","",".",".",".",".","9.5","."
"Graduate","","203","3.789","46.3","14.8","4.4","0.5",".",".",".","10.3","0.5","3.9","",".","15.3","3.4",".","0.5","."
"Prof Yr 1","","2","***","","","","","","","","","",".","",".",".","50.0",".",".","."
"Professionals","","2","***","","","","","","","","","",".","",".",".","50.0",".",".","."
"","Dept. Total","2438","3.244","30.6","26.0","19.0","10.8","6.2","1.3","1.1","1.7","0.0","0.7","",".","1.3","0.8","0.1","0.3","0.1"
