"COMPUTER SCIENCES","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"266
COMP SCI","","","","","","","","","","","","","","","","","","",""
"","240
001","64","2.773","15.6","18.8","37.5","1.6","12.5","7.8","6.3",".",".",".",".",".",".",".",".","."
"","240
002","67","2.791","26.9","13.4","19.4","7.5","22.4","3.0","7.5",".",".",".",".",".",".",".",".","."
"Intro to Discrete Mathematics","Course Total","131","2.782","21.4","16.0","28.2","4.6","17.6","5.3","6.9",".",".",".",".",".",".",".",".","."
"","252
001","64","3.325","37.5","26.6","15.6","9.4","6.3","1.6","1.6",".","1.6",".",".",".",".",".",".","."
"","002
252","72","3.319","36.1","20.8","23.6","9.7","9.7",".",".",".",".",".",".",".",".",".",".","."
"Intro to Computer Engineering","Course Total","136","3.322","36.8","23.5","19.9","9.6","8.1","0.7","0.7",".","0.7",".",".",".",".",".",".","."
"Fund of Human-Comp Interaction","270
001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study in Comp Sci","298
112","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Intro Data Programming","301
001","92","2.805","23.9","6.5","26.1","13.0","15.2","5.4","4.3","2.2",".",".",".",".","3.3",".",".","."
"","302
001","146","2.740","22.6","9.6","26.0","11.6","14.4","10.3","4.1","1.4",".",".",".",".",".",".",".","."
"","302
002","214","2.882","24.8","10.3","29.9","8.4","16.4","7.0","2.3","0.9",".",".",".",".",".",".",".","."
"","003
302","225","2.844","22.2","8.9","27.1","17.3","14.7","5.3","2.7","1.3",".",".",".",".",".",".",".","0.4"
"Introduction to Programming","Course Total","585","2.832","23.2","9.6","27.9","12.6","15.2","7.2","2.9","1.2",".",".",".",".",".",".",".","0.2"
"","304
002","6","3.833","83.3",".","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","304
004","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","304
005","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","304
006","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","007
304","9","3.778","77.8",".","22.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"","304
009","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","304
010","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"WES-CS Group Meeting","Course Total","53","3.943","94.3",".","5.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prob Solvng Using Computers","310
001","156","3.181","23.7","23.7","30.1","10.9","9.6","1.3",".","0.6",".",".",".",".",".",".",".","."
"","352
001","57","3.061","15.8","28.1","28.1","12.3","14.0","1.8",".",".",".",".",".",".",".",".",".","."
"","002
352","75","2.733","14.7","24.0","20.0","16.0","12.0","6.7","6.7",".",".",".",".",".",".",".",".","."
"Digital System Fundamentals","Course Total","132","2.875","15.2","25.8","23.5","14.4","12.9","4.5","3.8",".",".",".",".",".",".",".",".","."
"","354
001","64","3.031","39.1","12.5","7.8","18.8","14.1","4.7","3.1",".",".",".",".",".",".",".",".","."
"","002
354","76","2.967","26.3","19.7","13.2","23.7","9.2","5.3","2.6",".",".",".",".",".",".",".",".","."
"Machine Organizatn&Progrmng","Course Total","140","2.996","32.1","16.4","10.7","21.4","11.4","5.0","2.9",".",".",".",".",".",".",".",".","."
"","367
001","145","2.965","21.4","8.3","38.6","11.0","15.9","2.8","0.7","0.7","0.7",".",".",".",".",".",".","."
"","002
367","139","2.801","17.3","8.6","30.2","22.3","15.8","0.7","4.3","0.7",".",".",".",".",".",".",".","."
"Intro to Data Structures","Course Total","284","2.884","19.4","8.5","34.5","16.5","15.8","1.8","2.5","0.7","0.4",".",".",".",".",".",".","."
"","368
001","63","",".",".",".",".",".",".",".","1.6",".","92.1","6.3",".",".",".",".","."
"","368
002","18","",".",".",".",".",".",".",".",".",".","88.9","11.1",".",".",".",".","."
"Learn a Programming Language","Course Total","81","",".",".",".",".",".",".",".","1.2",".","91.4","7.4",".",".",".",".","."
"Tech:Computer-Based Bus Sys","371
001","12","3.292","50.0","25.0","8.3",".","8.3",".","8.3",".",".",".",".",".",".",".",".","."
"Introducing Comp Sci to K-12","402
001","29","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","407
001","51","3.784","70.6","19.6","7.8",".","2.0",".",".",".",".",".",".",".",".",".",".","."
"","407
002","47","3.734","57.4","31.9","10.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"Found of Mobl Systms&Applctns","Course Total","98","3.760","64.3","25.5","9.2",".","1.0",".",".",".",".",".",".",".",".",".",".","."
"Intro to Numerical Methods","001
412","65","3.569","35.4","50.8","7.7","4.6","1.5",".",".",".",".",".",".",".",".",".",".","."
"Introduction to Cryptography","435
001","53","2.415","13.2","9.4","22.6","5.7","28.3","17.0","3.8",".",".",".",".",".",".",".",".","."
"Intro-Combinatorics","475
001","16","2.625","25.0","12.5","18.8",".","31.3",".","12.5",".",".",".",".",".",".",".",".","."
"Software Engineering","506
001","51","3.667","68.6","17.6","5.9","2.0","3.9",".","2.0",".",".",".",".",".",".",".",".","."
