"","999
027","2","***","","","","","","","","","","",".",".","",".","","",".",".",".","."
"","999
079","1","***","","","","","","","","","","",".",".","",".","","",".",".",".","."
"","999
119","1","***","","","","","","","","","","",".",".","",".","","",".",".",".","."
"Read&Rsch-Risk Mgt&Ins Phd","Course Total","4","***","","","","","","","","","","","","","","","","","","","",""
"R M I
241","Dept. Total","479","3.341","37.8","21.9","25.9","4.6","7.5","0.8","0.4","0.8","",".",".","",".","",".","",".","0.2",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"241
R M I","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","29","3.029","27.6","13.8","31.0","3.4","20.7","3.4",".",".","",".",".","",".","",".","",".",".",".","."
"Junior","","95","3.036","26.3","11.6","36.8","7.4","12.6","3.2","1.1",".","",".",".","",".","",".","",".","1.1",".","."
"Senior","","198","3.342","40.9","18.7","24.7","6.1","8.6",".","0.5","0.5","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","322","3.222","35.4","16.1","28.9","6.2","10.9","1.2","0.6","0.3","",".",".","",".","",".","",".","0.3",".","."
"Special","","8","3.000","12.5",".","62.5",".","12.5",".",".","12.5","",".",".","",".","",".","",".",".",".","."
"Graduate","","149","3.642","44.3","35.6","17.4","1.3",".",".",".","1.3","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","479","3.341","37.8","21.9","25.9","4.6","7.5","0.8","0.4","0.8","",".",".","",".","",".","",".","0.2",".","."
