"","999
082","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"","999
096","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"","999
099","3","***","","","","","","","","","",".",".","",".",".",".",".","."
"Advanced Independent Study","Course Total","36","3.952","63.9","5.6",".",".",".",".",".","11.1",".",".","",".","8.3","11.1",".",".","."
"E C E
320","Dept. Total","2724","3.339","39.4","18.1","17.0","7.0","5.4","1.1","0.8","6.9","0.0","0.6","",".","3.0","0.5","0.0","0.0","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"320
E C E","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","28","3.750","85.7","3.6",".","3.6","3.6","3.6",".",".",".",".","",".",".",".",".",".","."
"Sophomore","","206","3.400","59.2","15.0","11.7","6.3","4.9","1.5","1.5",".",".",".","",".",".",".",".",".","."
"Junior","","565","3.254","41.6","16.6","23.4","9.9","6.7","1.2","0.5",".",".",".","",".",".",".",".",".","."
"Senior","","1214","3.265","38.4","21.9","20.0","9.0","7.7","1.4","1.1","0.2",".","0.1","",".",".","0.1","0.1",".","."
"Undergraduates","","2013","3.279","42.1","19.5","19.8","8.9","7.1","1.4","0.9","0.1",".","0.0","",".",".","0.0","0.0",".","."
"Special","","43","3.143","37.2","18.6","16.3","7.0","2.3","4.7","4.7","2.3","2.3",".","",".",".","4.7",".",".","."
"Graduate","","741","3.646","28.5","12.6","7.7","1.2","0.5","0.1",".","24.8",".","11.2","",".","11.1","1.5",".","0.1","."
"","Dept. Total","2797","3.339","38.4","17.6","16.6","6.8","5.3","1.1","0.8","6.7","0.0","3.0","",".","2.9","0.5","0.0","0.0","."
