"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","",""
"NUR","","","","","","","","","","","","","","","","","","","","","",""
"NUR","College Total","1873","3.708","60.0","16.0","9.3","2.9","0.5","0.1","0.2","1.6","",".","9.3","",".","",".","0.2",".",".","."
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"NUR","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"Freshmen","","13","4.000","46.2",".",".",".",".",".",".",".","",".","53.8","",".","",".",".",".",".","."
"Sophomore","","64","3.902","71.9","1.6","4.7","1.6",".",".",".",".","",".","18.8","",".","",".","1.6",".",".","."
"Junior","","226","3.503","50.0","13.3","9.7","5.8","2.2",".","1.3",".","",".","17.7","",".","",".",".",".",".","."
"Senior","","1218","3.675","55.2","19.5","12.1","3.2","0.4","0.1","0.1",".","",".","9.4","",".","",".","0.1",".",".","."
"Undergraduates","","1521","3.659","55.0","17.6","11.3","3.5","0.7","0.1","0.3",".","",".","11.4","",".","",".","0.1",".",".","."
"Special","","26","3.875","76.9","15.4",".",".",".",".",".","3.8","",".",".","",".","",".","3.8",".",".","."
"Graduate","","303","3.942","81.2","8.6","0.7",".",".",".",".","9.6","",".",".","",".","",".",".",".",".","."
"Prof Yr 4","","23","3.913","91.3","4.3",".","4.3",".",".",".",".","",".",".","",".","",".",".",".",".","."
"Professionals","","23","3.913","91.3","4.3",".","4.3",".",".",".",".","",".",".","",".","",".",".",".",".","."
"","College Total","1873","3.708","60.0","16.0","9.3","2.9","0.5","0.1","0.2","1.6","",".","9.3","",".","",".","0.2",".",".","."
