"ELECTRICAL AND COMPUTER E Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"320
E C E","","","","","","","","","","","","","","","","","","","",""
"370","004","","9","3.556","33.3","44.4","22.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Laboratory","Course Total","","37","3.689","48.6","40.5","10.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"376
Electricl&Electronc Circuit","001","","127","3.102","21.3","7.9","49.6","12.6","8.7",".",".",".",".",".",".",".",".",".",".","."
"377
Elec&Elec-mech Power Conver","001","","98","3.520","39.8","34.7","18.4","4.1","3.1",".",".",".",".",".",".",".",".",".",".","."
"379
Topics-Elect&Computer Engr","001","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"399","004","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"399","041","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"399","063","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"399","066","","6","3.813","83.3",".","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"399","097","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","","14","3.897","92.9",".","7.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"401
Electroacoustical Engr","001","","28","3.821","71.4","21.4","7.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"412
Power Electronic Circuits","001","","45","3.125","26.7","28.9","13.3","17.8","4.4","4.4","2.2",".","2.2",".",".",".",".",".",".","."
"420
Electromag Wave Transmissn","001","","11","2.900","27.3","18.2","18.2",".","18.2",".","9.1","9.1",".",".",".",".",".",".",".","."
"434
Photonics","001","","7","3.800","57.1",".","14.3",".",".",".",".","28.6",".",".",".",".",".",".",".","."
"435
Introduction to Cryptography","001","","24","2.542","12.5","4.2","33.3","4.2","37.5","4.2","4.2",".",".",".",".",".",".",".",".","."
"437
Communication Systems II","001","","11","3.550","45.5","18.2","18.2","9.1",".",".",".","9.1",".",".",".",".",".",".",".","."
"445
Semiconductr Physics&Device","001","","11","3.750","27.3","27.3",".",".",".",".",".","45.5",".",".",".",".",".",".",".","."
"453
Embedded Microproc System Dsgn","001","","36","3.792","66.7","25.0","8.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"489
Honors in Research","011","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"491","011","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"491","036","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Design Project","Course Total","","2","***","","","","","","","","","","","","","","","",""
"506
Software Engineering","001","","15","3.867","93.3",".",".",".","6.7",".",".",".",".",".",".",".",".",".",".","."
"525
Introduction to Plasmas","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"527
Plasma Confinement&Heating","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"549
IC Fabrication Lab","001","","6","3.583","33.3","50.0","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"551
Digital Sys Design & Synthesis","001","","56","3.313","26.8","26.8","37.5","7.1",".",".","1.8",".",".",".",".",".",".",".",".","."
"552
Intro-Computer Architecture","001","","32","3.258","34.4","15.6","28.1","9.4","6.3","3.1",".","3.1",".",".",".",".",".",".",".","."
"554
Digital Engineering Lab","001","","12","3.917","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"556
Dsgn Automation Digital Sys","001","","25","3.420","28.0","40.0","24.0","4.0","4.0",".",".",".",".",".",".",".",".",".",".","."
"577
Automatic Controls Lab","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","011","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"699","012","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"699","014","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","036","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","045","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","047","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","052","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","054","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","055","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","062","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"July 26, 2015","","","","","","","","","","","","","","","","","","","Page 120 of 430",""
