"VET","","","","","","","","","","","","","","","","","","","","","","","","",""
"SURGICAL SCIENCES","Section","#","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"938
SURG SCI","","","","","","","","","","","","","","","","","","","","","","","","",""
"SURG SCI
938","Dept. Total","1065","3.628","41.3","8.3","9.9","1.0","1.4","",".","",".","38.1","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"938
SURG SCI","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","1","***","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Junior","","1","***","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Undergraduates","","2","***","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Prof Yr 1","","59","4.000","66.1",".",".",".",".","",".","",".","33.9","",".",".","",".","",".","",".",".",".","."
"Prof Yr 2","","168","3.601","50.0","25.6","20.2","3.0","1.2","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 3","","479","3.452","31.5","9.4","14.8","1.3","2.7","",".","",".","40.3","",".",".","",".","",".","",".",".",".","."
"Prof Yr 4","","357","4.000","45.9",".",".",".",".","",".","",".","54.1","",".",".","",".","",".","",".",".",".","."
"Professionals","","1063","3.626","41.2","8.3","9.9","1.0","1.4","",".","",".","38.2","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","1065","3.628","41.3","8.3","9.9","1.0","1.4","",".","",".","38.1","",".",".","",".","",".","",".",".",".","."
