"Sixth Semester Urdu","572
001","2","***","","","","","","","","","","","",".",".","",".","","",".",".",".","."
"Adv Readings in Hindi Language","653
001","2","***","","","","","","","","","","","",".",".","",".","","",".",".",".","."
"Advanced Readings in Tibetan","677
001","1","***","","","","","","","","","","","",".",".","",".","","",".",".",".","."
"LCA LANG
522","Dept. Total","152","3.787","80.3","7.9","5.9","2.0","2.6","",".","0.7","0.7","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"522
LCA LANG","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","10","3.600","60.0","20.0","10.0",".","10.0","",".",".",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","28","3.817","82.1","7.1","3.6","7.1",".","",".",".",".","",".",".","",".","",".","",".",".",".","."
"Junior","","25","3.697","68.0","12.0","12.0","4.0","4.0","",".",".",".","",".",".","",".","",".","",".",".",".","."
"Senior","","51","3.801","84.3","5.9","3.9",".","2.0","",".","2.0","2.0","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","114","3.763","78.1","8.8","6.1","2.6","2.6","",".","0.9","0.9","",".",".","",".","",".","",".",".",".","."
"Special","","7","3.833","85.7",".","14.3",".",".","",".",".",".","",".",".","",".","",".","",".",".",".","."
"Graduate","","31","3.866","87.1","6.5","3.2",".","3.2","",".",".",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","152","3.787","80.3","7.9","5.9","2.0","2.6","",".","0.7","0.7","",".",".","",".","",".","",".",".",".","."
