"TERM : 1154","","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","Office of the Registrar","",""
"Spring 2014-2015","","","","","","","","","","","","","","","","","","","","",""
"","","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","",""
"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","",""
"HEC","","","","","","","","","","","","","","","","","","","","",""
"HEC","College Total","3049","3.561","52.9","24.3","11.9","4.5","2.8","1.0","0.3","1.6","",".",".","",".","0.0","0.5","0.1","0.2","."
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"HEC","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"Freshmen","","115","3.452","54.8","23.5","15.7","1.7","1.7","0.9","1.7",".","",".",".","",".",".",".",".",".","."
"Sophomore","","450","3.500","47.6","27.3","15.3","5.1","3.8","0.7",".",".","",".",".","",".",".","0.2",".",".","."
"Junior","","929","3.579","55.0","25.3","11.3","4.3","2.8","0.9","0.2",".","",".",".","",".",".","0.1","0.1",".","."
"Senior","","1364","3.549","52.0","24.9","12.1","4.9","2.9","1.2","0.4","0.9","",".",".","",".",".","0.6","0.1",".","."
"Undergraduates","","2858","3.548","52.4","25.4","12.5","4.6","3.0","1.0","0.3","0.4","",".",".","",".",".","0.3","0.1",".","."
"Special","","18","3.128","27.8","27.8","5.6","11.1",".","11.1",".","11.1","",".",".","",".",".",".","5.6",".","."
"Graduate","","165","3.895","63.6","5.5","2.4","1.2",".",".",".","20.6","",".",".","",".","0.6","2.4",".","3.6","."
"Prof Yr 4","","8","3.938","87.5","12.5",".",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"Professionals","","8","3.938","87.5","12.5",".",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"","College Total","3049","3.561","52.9","24.3","11.9","4.5","2.8","1.0","0.3","1.6","",".",".","",".","0.0","0.5","0.1","0.2","."
