"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","",""
"VET","","","","","","","","","","","","","","","","","","","","",""
"VET","College Total","3666","3.579","35.4","9.5","10.0","1.6","1.7","0.1","0.0","38.2","",".",".","",".","0.3","3.0",".","0.3","."
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"VET","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"Sophomore","","7","3.906","85.7","14.3",".",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"Junior","","15","3.667","80.0",".","13.3",".","6.7",".",".",".","",".",".","",".",".",".",".",".","."
"Senior","","34","3.664","50.0","5.9","11.8",".","2.9",".",".","29.4","",".",".","",".",".",".",".",".","."
"Undergraduates","","56","3.699","62.5","5.4","10.7",".","3.6",".",".","17.9","",".",".","",".",".",".",".",".","."
"Special","","22","3.109","4.5","4.5","18.2","4.5",".",".",".","63.6","",".",".","",".",".",".",".","4.5","."
"Graduate","","67","3.591","10.4","6.0",".",".","1.5",".",".","67.2","",".",".","",".","14.9",".",".",".","."
"Prof Yr 1","","864","3.435","30.7","11.6","16.4","3.2","2.7","0.2","0.1","29.7","",".",".","",".",".","4.9",".","0.5","."
"Prof Yr 2","","790","3.562","37.2","18.9","12.3","2.7","2.5",".",".","17.5","",".",".","",".",".","8.5",".","0.5","."
"Prof Yr 3","","985","3.579","37.8","9.1","12.1","0.8","1.5",".",".","38.6","",".",".","",".",".",".",".","0.1","."
"Prof Yr 4","","882","4.000","36.6",".",".",".",".",".",".","63.2","",".",".","",".","0.1","0.1",".",".","."
"Professionals","","3521","3.578","35.6","9.6","10.2","1.6","1.6","0.1","0.0","37.8","",".",".","",".","0.0","3.1",".","0.3","."
"","College Total","3666","3.579","35.4","9.5","10.0","1.6","1.7","0.1","0.0","38.2","",".",".","",".","0.3","3.0",".","0.3","."
