"CURRICULUM AND INSTRUCTIO Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"272
CURRIC","","","","","","","","","","","","","","","","","","","",""
"Action Research in Schools","Course Total","","18","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","630
001","","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","002
630","","13","3.591","53.8","15.4",".","7.7","7.7",".",".",".",".",".",".",".","15.4",".",".","."
"","630
002","","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","Section Total","","24","3.755","75.0","8.3",".","4.2","4.2",".",".",".",".",".",".",".","8.3",".",".","."
"","630
003","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","004
630","","6","4.000","83.3",".",".",".",".",".",".",".",".",".",".",".",".",".","16.7","."
"Prof Dev School & Community","Course Total","","41","3.831","82.9","4.9",".","2.4","2.4",".",".",".",".",".",".",".","4.9",".","2.4","."
"Literature and Literacy","632
001","","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","637
001","","12","3.583","66.7","8.3","8.3","8.3","8.3",".",".",".",".",".",".",".",".",".",".","."
"","637
002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Tchg: Ratios & Proportions","Course Total","","13","3.577","61.5","15.4","7.7","7.7","7.7",".",".",".",".",".",".",".",".",".",".","."
"Tchg: Geometry & Measurement","638
001","","6","3.750","66.7","16.7","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Adv Methods in Teaching ESL","674
001","","6","3.667","66.7",".","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","675
001","","11","3.909","81.8","18.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","675
001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","675
001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","Section Total","","18","3.944","88.9","11.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","675
003","","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","675
004","","26","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","675
005","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","675
006","","23","3.913","91.3","4.3",".","4.3",".",".",".",".",".",".",".",".",".",".",".","."
"General Seminar","Course Total","","83","3.975","95.2","3.6",".","1.2",".",".",".",".",".",".",".",".",".",".",".","."
"","690
031","","9","4.000","77.8",".",".",".",".",".",".",".",".",".",".",".","22.2",".",".","."
"","690
053","","16","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","690
068","","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","690
095","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","690
099","","15","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Independent Field Work","Course Total","","52","4.000","92.3",".",".",".",".",".",".","1.9",".",".",".","1.9","3.8",".",".","."
"School Practicum in Com Dis","692
001","","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","699
002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
007","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
014","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
016","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
017","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
021","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
022","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","052
699","","7","4.000","85.7",".",".",".",".",".",".",".",".",".",".",".","14.3",".",".","."
"","699
067","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
068","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
075","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
091","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
095","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
098","","1","***","","","","","","","","","",".",".",".",".",".",".","."
