"","990
073","3","***","","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
078","1","***","","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
081","2","***","","","","","","","","","","","",".",".","",".",".",".",".","."
"Research","Course Total","39","",".",".",".",".",".",".","",".","74.4","",".",".","",".","25.6",".",".",".","."
"PATH-BIO
703","Dept. Total","786","3.624","38.9","12.1","7.8","0.9","1.5","0.1","",".","32.1","",".",".","",".","1.4","5.0",".","0.3","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"703
PATH-BIO","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","2","***","","","","","","","","","","","",".","",".",".",".",".",".","."
"Junior","","8","3.400","62.5",".","25.0",".","12.5",".","",".",".","",".",".","",".",".",".",".",".","."
"Senior","","13","3.431","46.2","15.4","30.8",".","7.7",".","",".",".","",".",".","",".",".",".",".",".","."
"Undergraduates","","23","3.467","56.5","8.7","26.1",".","8.7",".","",".",".","",".",".","",".",".",".",".",".","."
"Special","","17","3.321","5.9","5.9","11.8",".",".",".","",".","70.6","",".",".","",".",".",".",".","5.9","."
"Graduate","","50","3.591","14.0","8.0",".",".","2.0",".","",".","56.0","",".",".","",".","20.0",".",".",".","."
"Prof Yr 1","","181","3.288","17.7","7.7","17.7","1.1","4.4","0.6","",".","41.4","",".",".","",".",".","9.4",".",".","."
"Prof Yr 2","","346","3.686","46.2","16.8","5.8","1.4","0.3",".","",".","23.1","",".",".","",".",".","6.4",".",".","."
"Prof Yr 3","","85","3.886","72.9","18.8","1.2",".",".",".","",".","5.9","",".",".","",".",".",".",".","1.2","."
"Prof Yr 4","","84","4.000","36.9",".",".",".",".",".","",".","61.9","",".",".","",".","1.2",".",".",".","."
"Professionals","","696","3.636","40.9","12.6","7.6","1.0","1.3","0.1","",".","30.5","",".",".","",".","0.1","5.6",".","0.1","."
"","Dept. Total","786","3.624","38.9","12.1","7.8","0.9","1.5","0.1","",".","32.1","",".",".","",".","1.4","5.0",".","0.3","."
