"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","","",""
"EGR","","","","","","","","","","","","","","","","","","","","","","","",""
"INTERDIS COURSES  (ENGR)","Section","#","Ave","A","AB","B","BC","C","D","F","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"496
INTEREGR","","","","","","","","","","","","","","","","","","","","","","","",""
"Intro-Society's Egr Challenges","102
001","106","3.642","49.1","38.7","8.5","2.8",".",".","0.9",".","",".","",".",".","",".","","",".",".",".","."
"","160
001","229","3.751","69.4","20.5","4.4","3.1","2.2","0.4",".",".","",".","",".",".","",".","","",".",".",".","."
"","002
160","232","3.668","60.8","24.1","9.9","1.7","1.7","1.7",".",".","",".","",".",".","",".","","",".",".",".","."
"Intro to Engineering Design","Course Total","461","3.709","65.1","22.3","7.2","2.4","2.0","1.1",".","",".","",".",".","",".","",".","",".",".",".","."
"Current Issues in Intl Engr","413
002","16","3.781","56.3","43.8",".",".",".",".",".",".","",".","",".",".","",".","","",".",".",".","."
"Topics-Interdis Engineering","601
001","19","3.474","47.4","21.1","26.3",".",".","5.3",".",".","",".","",".",".","",".","","",".",".",".","."
"Women&Leadershp-Med, Sci, Engr","650
001","5","***","","","","","","","","","","","",".",".","",".","","",".",".",".","."
"INTEREGR
496","Dept. Total","607","3.700","61.8","25.5","7.7","2.3","1.5","1.0","0.2","",".","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"496
INTEREGR","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","136","3.581","51.5","30.9","10.3","2.9","2.9","0.7","0.7","",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","468","3.714","70.9","19.2","6.2","1.7","0.9","0.9",".","",".","",".",".","",".","",".","",".","0.2",".","."
"Junior","","211","3.812","87.7","6.6","1.4","0.9","0.5","0.5",".","",".","",".",".","",".","",".","",".","2.4",".","."
"Senior","","34","3.781","79.4","20.6",".",".",".",".",".","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","849","3.700","72.3","18.0","5.4","1.6","1.1","0.7","0.1","",".","",".",".","",".","",".","",".","0.7",".","."
"Special","","3","***","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Graduate","","5","***","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"","Dept. Total","857","3.700","72.2","18.1","5.5","1.6","1.1","0.7","0.1","",".","",".",".","",".","",".","",".","0.7",".","."
