"TERM : 1154","","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","","Office of the Registrar","",""
"Spring 2014-2015","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","","",""
"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","","","",""
"INTERNATIONAL STUDIES","Section","#","Ave","A","AB","B","BC","C","D","F","S","","U","","CR","N","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"504
INTL ST","","","","","","","","","","","","","","","","","","","","","",""
"INTL ST
504","Dept. Total","371","3.334","25.3","22.1","18.6","6.2","2.4","0.3","0.3","",".","",".","24.3","0.3","",".","0.3",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","","U","","CR","N","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"504
INTL ST","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","16","3.163","18.8","12.5","31.3","6.3","6.3",".",".","",".","",".","25.0",".","",".",".",".",".","."
"Sophomore","","82","3.160","19.5","14.6","20.7","8.5","3.7",".","1.2","",".","",".","31.7",".","",".",".",".",".","."
"Junior","","78","3.150","15.4","19.2","16.7","7.7","3.8","1.3",".","",".","",".","35.9",".","",".",".",".",".","."
"Senior","","171","3.468","32.2","31.0","19.3","5.3","1.2",".",".","",".","",".","10.5",".","",".","0.6",".",".","."
"Undergraduates","","347","3.325","24.8","23.6","19.6","6.6","2.6","0.3","0.3","",".","",".","21.9",".","",".","0.3",".",".","."
"Special","","21","3.625","23.8",".","4.8",".",".",".",".","",".","",".","66.7","4.8","",".",".",".",".","."
"Graduate","","3","***","","","","","","","","","","","",".",".","",".",".",".",".","."
"","Dept. Total","371","3.334","25.3","22.1","18.6","6.2","2.4","0.3","0.3","",".","",".","24.3","0.3","",".","0.3",".",".","."
