"","999
014","1","***","","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
017","2","***","","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
019","1","***","","","","","","","","","","","",".",".","",".",".",".",".","."
"Independent Reading","Course Total","6","4.000","83.3",".",".",".",".","",".",".",".","",".",".","",".",".",".",".","16.7","."
"ED POL
310","Dept. Total","484","3.726","57.9","19.2","8.1","2.9","0.6","",".","0.2","7.0","",".",".","",".","0.4","3.3",".","0.4","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"310
ED POL","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","5","***","","","","","","","","","","","",".","",".",".",".",".",".","."
"Sophomore","","47","3.719","63.8","19.1","14.9","2.1",".","",".",".",".","",".",".","",".",".",".",".",".","."
"Junior","","115","3.561","47.0","27.0","17.4","1.7","2.6","",".","0.9",".","",".",".","",".",".","2.6",".","0.9","."
"Senior","","148","3.726","65.5","21.6","6.8","6.1",".","",".",".",".","",".",".","",".",".",".",".",".","."
"Undergraduates","","315","3.658","58.1","23.2","11.7","4.4","1.0","",".","0.3",".","",".",".","",".",".","1.0",".","0.3","."
"Special","","9","3.800","55.6","11.1","11.1",".",".","",".",".","22.2","",".",".","",".",".",".",".",".","."
"Graduate","","160","3.906","57.5","11.9","0.6",".",".","",".",".","20.0","",".",".","",".","1.3","8.1",".","0.6","."
"","Dept. Total","484","3.726","57.9","19.2","8.1","2.9","0.6","",".","0.2","7.0","",".",".","",".","0.4","3.3",".","0.4","."
