"L&S","","","","","","","","","","","","","","","","","","","","","","","","",""
"MUSIC-PERFORMANCE","Section","#","Ave","A","AB","B","BC","C","D","","F","","S","","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"664
MUS PERF","","","","","","","","","","","","","","","","","","","","","","","","",""
"MUS PERF
664","Dept. Total","443","3.920","84.9","8.4","2.7","0.5","0.2","",".","",".","",".","",".",".","",".","",".","3.4",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","","S","","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"664
MUS PERF","","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","25","3.761","72.0","16.0","8.0","4.0",".","",".","",".","",".","",".",".","",".","",".",".",".",".","."
"Sophomore","","67","3.877","83.6","13.4","1.5",".","1.5","",".","",".","",".","",".",".","",".","",".",".",".",".","."
"Junior","","69","3.890","82.6","10.1","7.2",".",".","",".","",".","",".","",".",".","",".","",".",".",".",".","."
"Senior","","122","3.924","87.7","6.6","3.3","0.8",".","",".","",".","",".","",".",".","",".","",".","1.6",".",".","."
"Undergraduates","","283","3.893","84.1","9.9","4.2","0.7","0.4","",".","",".","",".","",".",".","",".","",".","0.7",".",".","."
"Special","","4","***","","","","","","","","","","","","","",".","",".","",".",".",".",".","."
"Graduate","","156","3.959","85.9","5.8",".",".",".","",".","",".","",".","",".",".","",".","",".","8.3",".",".","."
"","Dept. Total","443","3.920","84.9","8.4","2.7","0.5","0.2","",".","",".","",".","",".",".","",".","",".","3.4",".",".","."
