"MED","","","","","","","","","","","","","","","","","","","",""
"PHYSIOLOGY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"762
PHYSIOL","","","","","","","","","","","","","","","","","","","",""
"PHYSIOL
762","Dept. Total","842","3.169","30.2","7.0","23.5","2.4","9.0","2.4","0.8","24.0","0.1",".","",".","0.1","0.4","0.1",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"762
PHYSIOL","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","41","2.902","36.6","4.9","24.4",".","22.0","9.8","2.4",".",".",".","",".",".",".",".",".","."
"Junior","","128","2.993","31.3","7.8","32.8","2.3","21.9","1.6","2.3",".",".",".","",".",".",".",".",".","."
"Senior","","351","3.252","44.2","5.4","33.3","3.1","8.8","4.0","0.6",".",".",".","",".",".","0.3","0.3",".","."
"Undergraduates","","520","3.160","40.4","6.0","32.5","2.7","13.1","3.8","1.2",".",".",".","",".",".","0.2","0.2",".","."
"Special","","16","3.085","31.3",".","56.3",".",".",".","6.3",".",".",".","",".",".","6.3",".",".","."
"Graduate","","128","3.312","28.9","21.9","15.6","4.7","6.3",".",".","21.9",".",".","",".","0.8",".",".",".","."
"Prof Yr 1","","174","",".",".",".",".",".",".",".","98.9","0.6",".","",".",".","0.6",".",".","."
"Prof Yr 3","","4","***","","","","","","","","","",".","",".",".",".",".",".","."
"Professionals","","178","4.000","1.1",".",".",".",".",".",".","97.8","0.6",".","",".",".","0.6",".",".","."
"","Dept. Total","842","3.169","30.2","7.0","23.5","2.4","9.0","2.4","0.8","24.0","0.1",".","",".","0.1","0.4","0.1",".","."
