"SCANDINAVIAN STUDIES","Section","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"872
SCAND ST","","","","","","","","","","","","","","","","","","","","","","","",""
"Research and Thesis","Course Total","6","",".",".",".",".",".",".","",".","100.0","",".",".","",".","",".","",".",".",".","."
"SCAND ST
872","Dept. Total","191","3.645","59.2","15.7","8.9","3.1","4.2","0.5","",".","7.9","",".",".","",".","",".","",".","0.5",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"872
SCAND ST","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","8","3.435","37.5","37.5",".","25.0",".",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","26","3.619","65.4","11.5","11.5","7.7","3.8",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Junior","","53","3.640","64.2","18.9","7.5","3.8","3.8","1.9","",".",".","",".",".","",".","",".","",".",".",".","."
"Senior","","48","3.759","64.6","20.8","8.3",".","2.1",".","",".","2.1","",".",".","",".","",".","",".","2.1",".","."
"Undergraduates","","135","3.662","63.0","19.3","8.1","4.4","3.0","0.7","",".","0.7","",".",".","",".","",".","",".","0.7",".","."
"Special","","31","3.416","45.2",".","16.1",".","12.9",".","",".","25.8","",".",".","",".","",".","",".",".",".","."
"Graduate","","25","3.844","56.0","16.0","4.0",".",".",".","",".","24.0","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","191","3.645","59.2","15.7","8.9","3.1","4.2","0.5","",".","7.9","",".",".","",".","",".","",".","0.5",".","."
