"","990
005","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
007","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
020","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Research and Thesis","Course Total","3","***","","","","","","","","","","","","","","","","","",""
"E M A
346","Dept. Total","1070","2.805","18.8","15.2","24.8","18.9","10.7","4.3","4.9","1.9","",".","0.2","",".","0.1","0.1","0.1",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"346
E M A","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","25","2.020","8.0","8.0","16.0","28.0","12.0",".","28.0",".","",".",".","",".",".",".",".",".","."
"Sophomore","","317","2.565","9.8","15.5","21.1","26.5","13.9","6.6","6.6",".","",".",".","",".",".",".",".",".","."
"Junior","","359","2.698","15.6","13.1","27.6","21.2","12.5","4.2","5.8",".","",".",".","",".",".",".",".",".","."
"Senior","","285","3.129","28.1","18.6","29.8","11.9","7.4","3.5","0.7",".","",".",".","",".",".",".",".",".","."
"Undergraduates","","986","2.757","17.1","15.3","25.9","20.4","11.5","4.7","5.2",".","",".",".","",".",".",".",".",".","."
"Special","","7","3.500","57.1",".","14.3",".","14.3",".",".",".","",".",".","",".",".",".","14.3",".","."
"Graduate","","77","3.567","36.4","15.6","11.7","1.3","1.3",".","1.3","26.0","",".","2.6","",".","1.3","1.3",".",".","."
"","Dept. Total","1070","2.805","18.8","15.2","24.8","18.9","10.7","4.3","4.9","1.9","",".","0.2","",".","0.1","0.1","0.1",".","."
