"CHEMISTRY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"224
CHEM","","","","","","","","","","","","","","","","","","",""
"General Chem II Laboratory","102
003","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","103
001","303","2.974","25.1","15.2","21.8","16.5","16.2","5.0","0.3",".",".",".",".",".",".",".",".","."
"","103
002","346","2.964","24.0","14.2","25.1","15.0","15.9","5.2","0.3","0.3",".",".",".",".",".",".",".","."
"General Chemistry I","Course Total","649","2.968","24.5","14.6","23.6","15.7","16.0","5.1","0.3","0.2",".",".",".",".",".",".",".","."
"","104
001","356","2.903","21.1","13.8","28.9","11.8","18.5","3.7","2.0",".",".",".",".",".","0.3",".",".","."
"","002
104","289","2.881","21.5","10.0","30.1","13.1","19.7","4.5","1.0",".",".",".",".",".",".",".",".","."
"","003
104","358","2.947","24.3","12.3","27.9","13.4","15.6","5.9","0.6",".",".",".",".",".",".",".",".","."
"","104
004","266","2.957","25.6","13.2","27.8","12.0","12.8","7.1","1.1",".",".",".",".",".",".",".","0.4","."
"","005
104","347","2.905","23.9","15.6","20.5","12.7","21.0","5.2","1.2",".",".",".",".",".",".",".",".","."
"","006
104","253","2.917","22.9","11.1","30.8","8.7","22.1","2.8","1.6",".",".",".",".",".",".",".",".","."
"General Chemistry II","Course Total","1869","2.918","23.2","12.8","27.4","12.1","18.3","4.9","1.2",".",".",".",".",".","0.1",".","0.1","."
"Chemical Principles II","001
116","31","3.710","58.1","32.3","3.2","6.5",".",".",".",".",".",".",".",".",".",".",".","."
"Entering Research I","260
001","15","3.967","93.3","6.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Entering Research II","261
001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
003","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
004","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
007","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
012","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
028","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
032","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
039","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
041","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
049","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
051","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
059","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
060","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
071","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
073","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
081","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
120","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","Course Total","23","3.975","95.7","4.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Chem Across the Periodic Table","311
001","71","2.824","12.7","11.3","28.2","23.9","23.9",".",".",".",".",".",".",".",".",".",".","."
"Fundamentals of Analytical Sci","327
001","108","2.991","28.7","12.0","32.4","8.3","10.2","3.7","4.6",".",".",".",".",".",".",".",".","."
"","329
001","68","3.059","32.4","16.2","17.6","13.2","14.7","4.4","1.5",".",".",".",".",".",".",".",".","."
"","329
002","82","3.293","34.1","19.5","30.5","7.3","6.1","2.4",".",".",".",".",".",".",".",".",".","."
"Fundamentals of Analytical Sci","Course Total","150","3.187","33.3","18.0","24.7","10.0","10.0","3.3","0.7",".",".",".",".",".",".",".",".","."
"","343
001","231","2.689","21.2","6.5","24.7","7.8","31.2","4.3","3.9",".",".",".",".",".",".",".",".","0.4"
"","002
343","247","2.757","23.9","10.1","22.7","10.9","23.1","3.2","6.1",".",".",".",".",".",".",".",".","."
"","003
343","183","2.831","19.7","8.2","33.3","9.3","24.6","3.3","1.6",".",".",".",".",".",".",".",".","."
"Intro Organic Chemistry","Course Total","661","2.754","21.8","8.3","26.3","9.4","26.3","3.6","4.1",".",".",".",".",".",".",".",".","0.2"
"","344
001","16","3.188","25.0","18.8","31.3","18.8","6.3",".",".",".",".",".",".",".",".",".",".","."
"","002
344","18","3.167","33.3","11.1","16.7","33.3","5.6",".",".",".",".",".",".",".",".",".",".","."
"","003
344","18","3.194","33.3","16.7","11.1","33.3","5.6",".",".",".",".",".",".",".",".",".",".","."
"","344
004","17","3.176","23.5","23.5","29.4","11.8","11.8",".",".",".",".",".",".",".",".",".",".","."
