"TERM : 1154","","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","Office of the Registrar","",""
"Spring 2014-2015","","","","","","","","","","","","","","","","","","","","",""
"","","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","",""
"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","",""
"PHM","","","","","","","","","","","","","","","","","","","","",""
"PHM","College Total","3445","3.542","52.5","18.9","14.9","5.6","3.0","0.4","0.2","2.1","",".","1.8","",".","0.3","0.2",".","0.0","."
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"PHM","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"Freshmen","","22","3.295","31.8","18.2","31.8","13.6","4.5",".",".",".","",".",".","",".",".",".",".",".","."
"Sophomore","","61","3.557","52.5","18.0","23.0","4.9",".","1.6",".",".","",".",".","",".",".",".",".",".","."
"Junior","","75","3.693","58.7","24.0","14.7","2.7",".",".",".",".","",".",".","",".",".",".",".",".","."
"Senior","","193","3.625","71.5","6.2","11.4","5.2","2.6","2.6",".","0.5","",".",".","",".",".",".",".",".","."
"Undergraduates","","351","3.607","63.0","12.8","15.4","5.1","1.7","1.7",".","0.3","",".",".","",".",".",".",".",".","."
"Special","","4","***","","","","","","","","","","",".","",".",".",".",".",".","."
"Graduate","","188","3.736","33.5","2.7","5.9",".",".",".",".","26.6","",".","25.0","",".","5.3","1.1",".",".","."
"Prof Yr 1","","645","3.276","42.0","19.4","20.0","10.2","5.4","0.6","0.3",".","",".","1.6","",".",".","0.5",".",".","."
"Prof Yr 2","","1067","3.404","45.5","22.5","20.0","6.1","3.7","0.3","0.6","1.0","",".",".","",".",".","0.2",".","0.1","."
"Prof Yr 3","","928","3.642","63.1","20.2","8.2","4.1","2.5",".",".","1.3","",".","0.6","",".",".",".",".",".","."
"Prof Yr 4","","262","3.771","68.3","18.7","11.5","1.5",".",".",".",".","",".",".","",".",".",".",".",".","."
"Professionals","","2902","3.533","52.4","20.7","15.4","6.0","3.4","0.2","0.3","0.8","",".","0.6","",".",".","0.2",".","0.0","."
"","College Total","3445","3.542","52.5","18.9","14.9","5.6","3.0","0.4","0.2","2.1","",".","1.8","",".","0.3","0.2",".","0.0","."
