"TERM : 1154","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","Office of the Registrar","",""
"Spring 2014-2015","","","","","","","","","","","","","","","","","","","",""
"","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","",""
"","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","",""
"BUS","","","","","","","","","","","","","","","","","","","",""
"MANAGEMENT AND HUMAN RES Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","",""
"236
M H R","","","","","","","","","","","","","","","","","","","",""
"M H R
Dept. Total
236","1461","3.549","54.0","20.5","16.5","1.8","4.9","0.7","0.7","0.7","",".",".","",".","0.1","0.1",".","0.1","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","",""
"236
M H R","","","","","","","","","","","","","","","","","","","",""
"Freshmen","6","3.813","83.3","16.7",".",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"Sophomore","97","3.242","40.2","15.5","28.9","3.1","8.2","2.1","2.1",".","",".",".","",".",".",".",".",".","."
"Junior","264","3.269","39.4","14.4","30.7","1.1","11.0","2.3","1.1",".","",".",".","",".",".",".",".",".","."
"Senior","551","3.563","53.9","23.8","12.9","2.2","5.6","0.2","0.9","0.4","",".",".","",".",".","0.2",".",".","."
"Undergraduates","918","3.445","48.5","20.2","19.6","2.0","7.4","1.0","1.1","0.2","",".",".","",".",".","0.1",".",".","."
"Special","45","3.277","33.3","17.8","26.7","8.9","6.7","2.2",".","2.2","",".",".","",".",".",".",".","2.2","."
"Graduate","491","3.767","66.0","21.4","9.8","1.0","0.2",".",".","1.4","",".",".","",".","0.2",".",".",".","."
"Prof Yr 2","1","***","","","","","","","","","","",".","",".",".",".",".",".","."
"Prof Yr 3","5","***","","","","","","","","","","",".","",".",".",".",".",".","."
"Prof Yr 4","1","***","","","","","","","","","","",".","",".",".",".",".",".","."
"Professionals","7","3.786","71.4","14.3","14.3",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"Dept. Total","1461","3.549","54.0","20.5","16.5","1.8","4.9","0.7","0.7","0.7","",".",".","",".","0.1","0.1",".","0.1","."
