"L&S","","","","","","","","","","","","","","","","","","","","",""
"BOTANY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"208
BOTANY","","","","","","","","","","","","","","","","","","","","",""
"BOTANY
208","Dept. Total","737","3.210","40.4","11.8","20.4","6.5","11.7","1.8","0.8","4.2","",".",".","",".","1.6","0.1","0.1","0.3","0.3"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"208
BOTANY","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","36","2.560","16.7","8.3","30.6","16.7","16.7","5.6","5.6",".","",".",".","",".",".",".",".",".","."
"Sophomore","","124","2.991","29.0","10.5","29.8","7.3","21.0","0.8","0.8",".","",".",".","",".",".","0.8",".",".","."
"Junior","","199","3.105","34.2","15.1","23.1","9.0","15.1","2.5","0.5",".","",".",".","",".",".",".",".",".","0.5"
"Senior","","249","3.358","46.6","14.1","20.9","5.6","8.8","2.0","0.8",".","",".",".","",".","0.4",".",".","0.4","0.4"
"Undergraduates","","608","3.150","37.2","13.3","24.0","7.7","13.8","2.1","1.0",".","",".",".","",".","0.2","0.2",".","0.2","0.3"
"Special","","14","3.556","50.0",".","14.3",".","7.1",".",".","21.4","",".",".","",".",".",".","7.1",".","."
"Graduate","","115","3.859","56.5","5.2","1.7","0.9","0.9",".",".","24.3","",".",".","",".","9.6",".",".","0.9","."
"","Dept. Total","737","3.210","40.4","11.8","20.4","6.5","11.7","1.8","0.8","4.2","",".",".","",".","1.6","0.1","0.1","0.3","0.3"
