"GENERAL BUSINESS","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"231
GEN BUS","","","","","","","","","","","","","","","","","","",""
"","300
001","25","3.600","20.0","80.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","300
002","23","3.739","60.9","26.1","13.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","003
300","27","3.352","7.4","63.0","22.2","7.4",".",".",".",".",".",".",".",".",".",".",".","."
"","300
004","26","3.500","19.2","65.4","11.5","3.8",".",".",".",".",".",".",".",".",".",".",".","."
"","300
005","26","3.327","11.5","46.2","38.5","3.8",".",".",".",".",".",".",".",".",".",".",".","."
"","300
006","27","3.593","18.5","81.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","300
007","26","3.615","42.3","42.3","11.5","3.8",".",".",".",".",".",".",".",".",".",".",".","."
"","300
008","24","3.583","29.2","58.3","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","300
009","25","3.500","36.0","48.0","8.0","4.0",".","4.0",".",".",".",".",".",".",".",".",".","."
"","012
300","26","3.769","57.7","38.5","3.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","013
300","27","3.722","51.9","40.7","7.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"","300
014","25","3.620","24.0","76.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","015
300","24","3.708","41.7","58.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","300
016","25","3.380","20.0","52.0","16.0","8.0","4.0",".",".",".",".",".",".",".",".",".",".","."
"","300
017","27","3.630","33.3","59.3","7.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"","018
300","23","3.696","47.8","43.5","8.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","300
019","25","3.760","52.0","48.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Professional Communication","Course Total","431","3.592","33.4","54.8","9.5","1.9","0.2","0.2",".",".",".",".",".",".",".",".",".","."
"Business Law","301
001","471","2.976","14.4","12.1","41.4","20.4","10.2","1.3",".","0.2",".",".",".",".",".",".",".","."
"","302
001","29","3.552","58.6","10.3","20.7","3.4","6.9",".",".",".",".",".",".",".",".",".",".","."
"","302
002","14","2.821","21.4","14.3","21.4","21.4","14.3",".","7.1",".",".",".",".",".",".",".",".","."
"Bus Orgs&Negotiable Instrumnts","Course Total","43","3.314","46.5","11.6","20.9","9.3","9.3",".","2.3",".",".",".",".",".",".",".",".","."
"","303
001","37","2.905","16.2","10.8","45.9","2.7","18.9","5.4",".",".",".",".",".",".",".",".",".","."
"","002
303","89","2.989","15.7","9.0","52.8","6.7","13.5","2.2",".",".",".",".",".",".",".",".",".","."
"Business Statistics","Course Total","126","2.964","15.9","9.5","50.8","5.6","15.1","3.2",".",".",".",".",".",".",".",".",".","."
"Intermediate Bus Statistics","304
001","99","3.337","31.3","18.2","41.4","2.0","6.1",".",".",".",".",".",".",".",".",".","1.0","."
"Acctg&Finance - Non-Bus Majors","310
010","147","3.100","16.3","36.7","23.8","10.2","6.8","1.4","3.4","1.4",".",".",".",".",".",".",".","."
"Mgmt & Mrktg Non-Bus Majors","311
001","261","3.469","33.7","34.5","23.0","6.1","1.5",".",".","1.1",".",".",".",".",".",".",".","."
"Intercultural Communctn in Bus","320
001","7","3.571","28.6","57.1","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","365
001","19","3.658","52.6","26.3","21.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","002
365","17","3.412","64.7","11.8","11.8",".",".","5.9","5.9",".",".",".",".",".",".",".",".","."
"","365
003","51","3.147","5.9","45.1","29.4","11.8","7.8",".",".",".",".",".",".",".",".",".",".","."
"","365
004","64","3.016","7.8","23.4","43.8","14.1","10.9",".",".",".",".",".",".",".",".",".",".","."
"","005
365","58","3.316","25.9","36.2","22.4","5.2","6.9","1.7",".","1.7",".",".",".",".",".",".",".","."
"","006
365","60","3.250","13.3","41.7","33.3","8.3","1.7","1.7",".",".",".",".",".",".",".",".",".","."
"Contemporary Topics","Course Total","269","3.228","19.3","33.8","30.5","8.6","5.9","1.1","0.4","0.4",".",".",".",".",".",".",".","."
"Prof Experience in Business","450
001","11","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Prof Exp Bus-Extended Intrnshp","451
001","8","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Managerial Communication","700
030","56","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Managing Legal Risks","701
001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","765
030","56","3.634","39.3","48.2","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","765
030","48","3.563","27.1","58.3","14.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"","Section Total","104","3.601","33.7","52.9","13.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","765
031","43","3.895","79.1","20.9",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"July 26, 2015","","","","","","","","","","","","","","","","","","","Page 51 of 430"
