"Special Topics in ILS","","","","","","","","","","","","","","","","","","","","","",""
"Peer Mentor Seminar","357
001","17","4.000","100.0",".",".",".",".",".",".",".",".","",".",".","",".","",".",".",".","."
"Capstone Integration Seminar","400
001","12","3.542","83.3",".",".","8.3",".",".","8.3",".",".","",".",".","",".","",".",".",".","."
"Rsch-Integrated LiberalStudies","490
001","2","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"ILS
500","Dept. Total","388","3.529","45.1","17.0","9.8","3.9","2.1","0.5","1.5","0.3","",".","18.6","",".","",".","0.8","0.5",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"500
ILS","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","50","3.556","24.0","18.0","8.0","2.0","2.0",".",".",".","",".","40.0","",".","",".","6.0",".",".","."
"Sophomore","","159","3.602","41.5","16.4","8.8","3.8","1.3",".","0.6",".","",".","27.7","",".","",".",".",".",".","."
"Junior","","94","3.504","52.1","20.2","12.8","2.1","2.1","1.1","2.1",".","",".","7.4","",".","",".",".",".",".","."
"Senior","","82","3.441","58.5","14.6","9.8","7.3","3.7","1.2","3.7",".","",".","1.2","",".","",".",".",".",".","."
"Undergraduates","","385","3.529","45.5","17.1","9.9","3.9","2.1","0.5","1.6",".","",".","18.7","",".","",".","0.8",".",".","."
"Special","","3","***","","","","","","","","","","",".","",".","",".",".","66.7",".","."
"","Dept. Total","388","3.529","45.1","17.0","9.8","3.9","2.1","0.5","1.5","0.3","",".","18.6","",".","",".","0.8","0.5",".","."
