"826","003
26","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"826","004
1","***","","","","","","","","","",".",".",".",".",".",".","."
"Biostats & Biomed Informatics","Course Total
27","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"915
Computn&Informatcs in Biol&Med","001
8","4.000","25.0",".",".",".",".",".",".","75.0",".",".",".",".",".",".",".","."
"B M I
210","74
Dept. Total","3.715","63.5","14.9","10.8",".",".",".",".","8.1",".",".",".",".","1.4",".","1.4","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","",""
"210
B M I","","","","","","","","","","","","","","","","","",""
"Senior","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Undergraduates","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Special","7","3.750","57.1","14.3","14.3",".",".",".",".",".",".",".",".",".",".",".","14.3","."
"Graduate","58","3.703","63.8","13.8","10.3",".",".",".",".","10.3",".",".",".",".","1.7",".",".","."
"Prof Yr 3","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Prof Yr 4","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Professionals","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","Dept. Total
74","3.715","63.5","14.9","10.8",".",".",".",".","8.1",".",".",".",".","1.4",".","1.4","."
