"L&S","","","","","","","","","","","","","","","","","","","","",""
"ITALIAN (FRENCH AND ITALIAN) Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"508
ITALIAN","","","","","","","","","","","","","","","","","","","","",""
"ITALIAN
Dept. Total
508","337","3.438","45.4","22.6","14.5","5.6","6.2","0.9","0.6","3.6","",".",".","",".","",".","0.6",".",".","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"508
ITALIAN","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","32","3.313","40.6","25.0","15.6","6.3","9.4",".","3.1",".","",".",".","",".","",".",".",".",".","."
"Sophomore","82","3.336","35.4","28.0","20.7","7.3","6.1","1.2","1.2",".","",".",".","",".","",".",".",".",".","."
"Junior","90","3.389","40.0","24.4","18.9","7.8","6.7","1.1",".",".","",".",".","",".","",".","1.1",".",".","."
"Senior","62","3.404","48.4","21.0","11.3","4.8","11.3","1.6",".","1.6","",".",".","",".","",".",".",".",".","."
"Undergraduates","266","3.366","40.6","24.8","17.3","6.8","7.9","1.1","0.8","0.4","",".",".","",".","",".","0.4",".",".","."
"Special","6","3.375","16.7","16.7","33.3",".",".",".",".","33.3","",".",".","",".","",".",".",".",".","."
"Graduate","65","3.864","67.7","13.8","1.5","1.5",".",".",".","13.8","",".",".","",".","",".","1.5",".",".","."
"Dept. Total","337","3.438","45.4","22.6","14.5","5.6","6.2","0.9","0.6","3.6","",".",".","",".","",".","0.6",".",".","."
