"L&S","","","","","","","","","","","","","","","","","","","","","","",""
"HISTORY OF SCIENCE","Section","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"456
HIST SCI","","","","","","","","","","","","","","","","","","","","","","",""
"HIST SCI
456","Dept. Total","337","3.471","30.0","38.0","20.2","3.6","2.1","0.3","",".","3.0","",".","0.3","",".","",".","0.9","0.6","0.9","0.3"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"456
HIST SCI","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","28","3.232","10.7","46.4","32.1","7.1",".","3.6","",".",".","",".",".","",".","",".",".",".",".","."
"Sophomore","","106","3.395","24.5","42.5","23.6","3.8","4.7",".","",".",".","",".",".","",".","",".",".","0.9",".","."
"Junior","","64","3.511","34.4","37.5","25.0","3.1",".",".","",".",".","",".",".","",".","",".",".",".",".","."
"Senior","","106","3.561","38.7","40.6","16.0","3.8","0.9",".","",".",".","",".",".","",".","",".",".",".",".","."
"Undergraduates","","304","3.462","30.3","41.1","22.0","3.9","2.0","0.3","",".",".","",".",".","",".","",".",".","0.3",".","."
"Special","","7","2.000",".",".",".",".","14.3",".","",".","28.6","",".",".","",".","",".",".","14.3","42.9","."
"Graduate","","25","3.875","36.0","12.0",".",".",".",".","",".","32.0","",".","4.0","",".","",".","12.0",".",".","4.0"
"Prof Yr 2","","1","***","","","","","","","","","","","",".","",".","",".",".",".",".","."
"Professionals","","1","***","","","","","","","","","","","",".","",".","",".",".",".",".","."
"","Dept. Total","337","3.471","30.0","38.0","20.2","3.6","2.1","0.3","",".","3.0","",".","0.3","",".","",".","0.9","0.6","0.9","0.3"
