"CHEMISTRY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"224
CHEM","","","","","","","","","","","","","","","","","","",""
"","344
005","18","3.250","27.8","16.7","38.9","11.1","5.6",".",".",".",".",".",".",".",".",".",".","."
"","344
006","16","3.063","18.8","12.5","50.0","12.5",".","6.3",".",".",".",".",".",".",".",".",".","."
"","007
344","15","3.100","20.0","26.7","20.0","20.0","13.3",".",".",".",".",".",".",".",".",".",".","."
"","008
344","17","3.147","29.4",".","52.9","5.9","11.8",".",".",".",".",".",".",".",".",".",".","."
"","009
344","17","3.088","23.5",".","52.9","17.6","5.9",".",".",".",".",".",".",".",".",".",".","."
"","344
010","16","3.094","18.8","18.8","50.0",".","6.3","6.3",".",".",".",".",".",".",".",".",".","."
"","011
344","17","3.176","29.4","11.8","35.3","11.8","11.8",".",".",".",".",".",".",".",".",".",".","."
"","344
012","16","3.125","18.8","25.0","25.0","25.0","6.3",".",".",".",".",".",".",".",".",".",".","."
"","344
013","17","3.118","23.5","5.9","47.1","17.6","5.9",".",".",".",".",".",".",".",".",".",".","."
"","344
014","17","3.156","29.4","5.9","35.3","11.8","11.8",".",".","5.9",".",".",".",".",".",".",".","."
"","344
015","17","3.029","35.3","5.9","35.3","11.8",".","5.9","5.9",".",".",".",".",".",".",".",".","."
"","344
016","16","3.219","37.5","6.3","18.8","37.5",".",".",".",".",".",".",".",".",".",".",".","."
"","017
344","17","3.235","29.4","17.6","35.3","5.9","11.8",".",".",".",".",".",".",".",".",".",".","."
"","018
344","14","3.179","35.7","14.3","14.3","21.4","14.3",".",".",".",".",".",".",".",".",".",".","."
"","344
019","17","3.088","23.5","5.9","47.1","11.8","11.8",".",".",".",".",".",".",".",".",".",".","."
"","020
344","18","3.111","16.7","27.8","38.9","5.6","5.6","5.6",".",".",".",".",".",".",".",".",".","."
"","021
344","18","3.028","27.8","16.7","27.8","11.1","11.1",".","5.6",".",".",".",".",".",".",".",".","."
"","344
022","16","3.156","25.0","18.8","37.5","12.5",".","6.3",".",".",".",".",".",".",".",".",".","."
"","023
344","13","3.231","38.5","7.7","23.1","23.1","7.7",".",".",".",".",".",".",".",".",".",".","."
"","024
344","15","3.100","20.0","20.0","46.7",".","6.7","6.7",".",".",".",".",".",".",".",".",".","."
"","344
025","14","3.250","28.6","28.6","21.4","7.1","14.3",".",".",".",".",".",".",".",".",".",".","."
"","026
344","17","3.176","23.5","17.6","35.3","17.6","5.9",".",".",".",".",".",".",".",".",".",".","."
"","027
344","13","2.846","15.4","15.4","46.2",".","15.4",".","7.7",".",".",".",".",".",".",".",".","."
"","028
344","15","3.067","13.3","26.7","40.0","13.3",".","6.7",".",".",".",".",".",".",".",".",".","."
"","344
029","18","3.111","27.8","11.1","44.4","11.1",".",".","5.6",".",".",".",".",".",".",".",".","."
"","030
344","17","3.118","23.5","5.9","52.9","5.9","11.8",".",".",".",".",".",".",".",".",".",".","."
"Intro Organic Chemistry Lab","Course Total","490","3.134","25.9","14.5","35.5","14.3","7.3","1.4","0.8","0.2",".",".",".",".",".",".",".","."
"","345
001","228","2.800","21.5","15.8","18.9","12.7","23.2","3.9","3.9",".",".",".",".",".",".",".",".","."
"","002
345","312","2.760","22.8","6.7","29.2","11.2","19.2","7.4","3.5",".",".",".",".",".",".",".",".","."
"","003
345","197","2.826","22.3","10.7","26.9","9.6","21.8","4.6","3.0",".",".",".",".",".",".",".",".","1.0"
"","004
345","31","3.323","54.8","9.7","12.9","3.2","12.9","6.5",".",".",".",".",".",".",".",".",".","."
"","345
005","191","2.801","20.9","5.2","36.1","5.2","25.1","6.3","1.0",".",".",".",".",".",".",".",".","."
"Intmed Organic Chemistry","Course Total","959","2.809","23.0","9.5","27.1","9.8","21.7","5.7","2.9",".",".",".",".",".",".",".",".","0.2"
"Polymeric Materials","421
001","17","3.156","5.9","41.2","29.4","11.8","5.9",".",".",".",".",".",".",".",".",".","5.9","."
"Industrial Chem and Business","505
001","29","3.018","24.1","24.1","27.6",".","10.3","6.9","3.4",".",".",".",".",".",".","3.4",".","."
"Advanced Inorganic Chemistry","511
001","20","3.675","40.0","55.0","5.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Chemical Instrumentation","524
001","33","3.303","39.4","15.2","27.3","3.0","15.2",".",".",".",".",".",".",".",".",".",".","."
"","562
001","112","2.973","22.3","19.6","25.9","12.5","14.3","1.8","3.6",".",".",".",".",".",".",".",".","."
"","562
402","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Physical Chemistry","Course Total","113","2.973","22.1","19.5","26.5","12.4","14.2","1.8","3.5",".",".",".",".",".",".",".",".","."
"","001
563","11","3.136","27.3","18.2","27.3","9.1","18.2",".",".",".",".",".",".",".",".",".",".","."
"","003
563","9","3.444","33.3","33.3","22.2","11.1",".",".",".",".",".",".",".",".",".",".",".","."
"","004
563","12","2.833","16.7","8.3","33.3","25.0","8.3","8.3",".",".",".",".",".",".",".",".",".","."
"","006
563","9","3.389","33.3","33.3","22.2",".","11.1",".",".",".",".",".",".",".",".",".",".","."
"Physical Chemistry Lab","Course Total","41","3.171","26.8","22.0","26.8","12.2","9.8","2.4",".",".",".",".",".",".",".",".",".","."
