"GENERAL BUSINESS","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"231
GEN BUS","","","","","","","","","","","","","","","","","","","","","","",""
"","765
031","33","3.879","75.8","24.2",".",".",".",".",".",".",".","",".",".","",".","","",".",".",".","."
"","Section Total","76","3.888","77.6","22.4",".",".",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"Contemporary Topics","Course Total","180","3.751","52.2","40.0","7.8",".",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"Intro-Bayesian Decisn&Cntrl","775
001","2","***","","","","","","","","","","",".",".","",".","","",".",".",".","."
"GEN BUS
231","Dept. Total","2116","3.314","28.5","30.2","25.6","8.1","5.1","0.8","0.3","0.4","",".","0.9","",".","",".","",".",".","0.0","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"231
GEN BUS","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","9","3.222","44.4","22.2","22.2",".",".",".","11.1",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","226","3.278","20.4","36.7","27.9","8.0","6.2","0.4",".",".","",".","0.4","",".","",".","",".",".",".","."
"Junior","","662","3.313","23.9","37.0","24.0","8.8","5.1","0.6","0.2",".","",".","0.5","",".","",".","",".",".",".","."
"Senior","","941","3.226","25.0","24.2","30.9","9.7","6.3","1.2","0.5","0.7","",".","1.5","",".","",".","",".",".",".","."
"Undergraduates","","1838","3.264","24.1","30.4","28.0","9.1","5.8","0.9","0.4","0.4","",".","1.0","",".","",".","",".",".",".","."
"Special","","20","3.167","15.0","25.0","30.0","15.0","5.0",".",".","5.0","",".",".","",".","",".","",".",".","5.0","."
"Graduate","","258","3.768","61.2","29.8","8.1","0.4",".",".",".",".","",".","0.4","",".","",".","",".",".",".","."
"","Dept. Total","2116","3.314","28.5","30.2","25.6","8.1","5.1","0.8","0.3","0.4","",".","0.9","",".","",".","",".",".","0.0","."
