"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","",""
"234
INFO SYS","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Tech:Computer-Based Bus Sys","371
001","","20","3.725","85.0","5.0","5.0",".","","",".","",".","5.0",".","",".","",".",".","",".","","",".",".",".","."
"Anal&Dsgn:Comptr-Based Sys","424
001","","14","3.714","64.3","14.3","21.4",".","","",".","",".",".",".","",".","",".",".","",".","","",".",".",".","."
"INFO SYS
234","Dept. Total","","34","3.721","76.5","8.8","11.8","",".","",".","",".","2.9","",".","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","","C","","D","","F","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","",""
"234
INFO SYS","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","","4","***","","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Junior","","","14","3.571","71.4","14.3","7.1","",".","",".","",".","7.1","",".","",".",".","",".","",".","",".",".",".","."
"Senior","","","14","3.750","71.4","7.1","21.4","",".","",".","",".",".","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","32","3.703","75.0","9.4","12.5","",".","",".","",".","3.1","",".","",".",".","",".","",".","",".",".",".","."
"Special","","","2","***","","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"","Dept. Total","","34","3.721","76.5","8.8","11.8","",".","",".","",".","2.9","",".","",".",".","",".","",".","",".",".",".","."
