"EDU","","","","","","","","","","","","","","","","","",""
"CURRICULUM AND INSTRUCTIO Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","",""
"272
CURRIC","","","","","","","","","","","","","","","","","",""
"CURRIC
Dept. Total
272","1648","3.909","67.4","4.7","1.9","0.5","0.3","0.1","0.1","7.6","0.1","13.3","0.1","2.1","1.3",".","0.1","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","",""
"272
CURRIC","","","","","","","","","","","","","","","","","",""
"Freshmen","16","3.800","68.8","25.0","6.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Sophomore","47","3.778","91.5","2.1",".",".",".","4.3","2.1",".",".",".",".",".",".",".",".","."
"Junior","207","3.938","83.6","4.8","1.0","1.0",".",".",".",".",".","9.7",".",".",".",".",".","."
"Senior","779","3.901","66.6","5.6","2.8","0.3","0.4",".","0.1","0.3",".","22.7","0.1",".","0.5",".",".","."
"Undergraduates","1049","3.902","71.1","5.6","2.4","0.4","0.3","0.2","0.2","0.2",".","18.8","0.1",".","0.4",".",".","."
"Special","126","3.802","68.3","3.2","3.2","3.2","1.6",".",".",".",".","15.1",".",".","3.2",".","0.8","."
"Graduate","473","3.961","58.8","3.0","0.6",".",".",".",".","26.0","0.4","0.6",".","7.4","3.0",".","0.2","."
"Dept. Total","1648","3.909","67.4","4.7","1.9","0.5","0.3","0.1","0.1","7.6","0.1","13.3","0.1","2.1","1.3",".","0.1","."
