"TERM : 1154","","","","","Percentage Distribution of Grades","","","","","","","","","","","","","Office of the Registrar","",""
"Spring 2014-2015","","","","","","","","","","","","","","","","","","","",""
"","","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","",""
"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","","",""
"MED","College Total","9488","3.542","41.0","15.9","15.4","2.2","1.6","0.4","0.2","15.4","0.1","5.3","",".","0.9","0.2","0.0","1.2","0.1"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"MED","","Grades","GPA","","","","","","","","","","","","","","","","",""
"Freshmen","","14","3.577","57.1","14.3","21.4","7.1",".",".",".",".",".",".","",".",".",".",".",".","."
"Sophomore","","192","3.393","56.3","15.1","17.2","2.1","6.3","2.1","0.5",".",".",".","",".",".","0.5",".",".","."
"Junior","","747","3.400","51.1","17.1","19.3","5.0","5.9","0.7","0.7",".",".",".","",".",".","0.1",".","0.1","."
"Senior","","1710","3.498","58.7","14.3","17.5","3.4","3.6","1.3","0.5",".",".","0.3","",".",".","0.1","0.1","0.2","."
"Undergraduates","","2663","3.463","56.4","15.1","18.0","3.8","4.4","1.2","0.5",".",".","0.2","",".",".","0.1","0.1","0.2","."
"Special","","153","3.422","28.8","10.5","11.1","0.7","1.3","0.7","1.3","3.9",".",".","",".",".","2.0",".","39.9","."
"Graduate","","1404","3.675","40.5","11.4","6.7","0.7","0.7","0.1",".","28.8","0.1","2.8","",".","6.1","0.1","0.1","1.9","."
"Prof Yr 1","","1880","3.463","15.9","13.2","7.1","1.6","0.4","0.1",".","46.8","0.2","14.1","",".",".","0.2",".","0.2","0.2"
"Prof Yr 2","","1818","3.559","40.6","21.8","27.6","2.5","0.7",".","0.2","0.5",".","5.9","",".",".","0.1",".","0.1","."
"Prof Yr 3","","514","3.481","31.3","20.4","24.7","2.5","0.2",".",".","2.1",".","16.0","",".","0.4",".",".","2.1","0.2"
"Prof Yr 4","","1108","3.761","56.8","16.4","9.7","0.5","0.1","0.1",".","14.0",".","0.7","",".","0.2","0.8",".","0.7","."
"Professionals","","5320","3.580","34.3","17.5","16.4","1.8","0.4","0.0","0.1","19.8","0.1","8.7","",".","0.1","0.3",".","0.5","0.1"
"","College Total","9540","3.542","41.3","15.8","15.3","2.1","1.6","0.4","0.2","15.4","0.1","5.3","",".","0.9","0.2","0.0","1.2","0.1"
