"112
BSE","","","","","","","","","","","","","","","","","","","","",""
"","990
039","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Research","Course Total","39","",".",".",".",".",".",".",".","15.4","",".",".","",".","84.6",".",".",".","."
"Special Problems","999
036","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"BSE
112","Dept. Total","423","3.183","28.6","21.7","19.6","9.9","5.7","2.1","1.7","1.7","",".",".","",".","7.8","1.2",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"112
BSE","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","11","3.089","18.2","18.2","36.4","9.1","9.1",".",".",".","",".",".","",".",".","9.1",".",".","."
"Junior","","54","3.142","25.9","20.4","22.2","20.4","7.4","1.9",".",".","",".",".","",".",".","1.9",".",".","."
"Senior","","281","3.132","29.2","24.2","23.1","10.7","6.8","2.8","2.5",".","",".",".","",".",".","0.7",".",".","."
"Undergraduates","","346","3.132","28.3","23.4","23.4","12.1","6.9","2.6","2.0",".","",".",".","",".",".","1.2",".",".","."
"Special","","5","***","","","","","","","","","","",".","",".",".","20.0",".",".","."
"Graduate","","72","3.806","30.6","13.9","1.4",".",".",".",".","8.3","",".",".","",".","45.8",".",".",".","."
"","Dept. Total","423","3.183","28.6","21.7","19.6","9.9","5.7","2.1","1.7","1.7","",".",".","",".","7.8","1.2",".",".","."
