"PSYCHOLOGY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"820
PSYCH","","","","","","","","","","","","","","","","","","",""
"Introduction to Psychology","201
001","19","2.632","10.5","15.8","21.1","26.3","15.8","5.3","5.3",".",".",".",".",".",".",".",".","."
"","202
001","357","3.029","24.1","22.4","27.2","7.6","11.5","3.9","3.1",".","0.3",".",".",".",".",".",".","."
"","002
202","290","2.910","27.6","16.6","20.3","10.3","14.8","6.2","4.1",".",".",".",".",".",".",".",".","."
"","003
202","357","3.419","40.1","36.4","7.3","6.7","6.2","2.2","0.8",".",".",".",".",".",".",".",".","0.3"
"","004
202","139","3.068","27.3","26.6","17.3","10.1","10.8","5.8","2.2",".",".",".",".",".",".",".",".","."
"Introduction to Psychology","Course Total","1143","3.125","30.4","25.8","18.0","8.3","10.6","4.2","2.5",".","0.1",".",".",".",".",".",".","0.1"
"","210
001","54","2.808","16.7","5.6","42.6","5.6","20.4","1.9","3.7","1.9",".",".",".",".",".","1.9",".","."
"","210
002","56","2.714","16.1","5.4","28.6","12.5","33.9","3.6",".",".",".",".",".",".",".",".",".","."
"","003
210","59","2.669","15.3","5.1","27.1","10.2","40.7",".","1.7",".",".",".",".",".",".",".",".","."
"","004
210","49","2.521","16.3","4.1","22.4","8.2","36.7","6.1","4.1","2.0",".",".",".",".",".",".",".","."
"","210
005","49","2.888","22.4","10.2","22.4","16.3","26.5","2.0",".",".",".",".",".",".",".",".",".","."
"Basic Stats for Psychology","Course Total","267","2.720","17.2","6.0","28.8","10.5","31.8","2.6","1.9","0.7",".",".",".",".",".","0.4",".","."
"","225
001","100","2.985","12.0","22.0","37.0","13.0","14.0","2.0",".",".",".",".",".",".",".",".",".","."
"","002
225","68","3.015","13.2","27.9","35.3","10.3","8.8","1.5","2.9",".",".",".",".",".",".",".",".","."
"Research Methods","Course Total","168","2.997","12.5","24.4","36.3","11.9","11.9","1.8","1.2",".",".",".",".",".",".",".",".","."
"Honors Crse-Intro to Psych","281
001","25","3.940","92.0","4.0","4.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Issues in Psychology","311
001","48","3.983","97.9",".","2.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Introduction-Human Factors","349
001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Human Sexuality","350
001","261","3.232","27.6","24.5","25.7","11.5","9.2","0.4","0.4","0.8",".",".",".",".",".",".",".","."
"","399
033","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","399
042","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Service Learning in Psychology","Course Total","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","411
001","25","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","411
002","26","3.958","88.5",".","3.8",".",".",".",".","3.8",".",".",".",".","3.8",".",".","."
"","003
411","19","3.583","52.6","15.8","21.1",".","5.3",".",".",".",".",".",".",".","5.3",".",".","."
"","411
004","25","3.260","32.0","24.0","24.0","12.0","4.0","4.0",".",".",".",".",".",".",".",".",".","."
"","411
005","19","3.395","63.2","15.8","10.5",".",".",".","10.5",".",".",".",".",".",".",".",".","."
"","411
006","25","3.360","36.0","4.0","56.0","4.0",".",".",".",".",".",".",".",".",".",".",".","."
"","411
008","24","3.479","37.5","29.2","25.0","8.3",".",".",".",".",".",".",".",".",".",".",".","."
"","411
009","25","3.563","48.0","20.0","20.0","8.0",".",".",".","4.0",".",".",".",".",".",".",".","."
"","411
010","25","3.600","52.0","20.0","24.0","4.0",".",".",".",".",".",".",".",".",".",".",".","."
"","011
411","24","3.761","75.0","8.3","4.2","4.2","4.2",".",".",".",".",".",".",".","4.2",".",".","."
"","411
012","14","3.179","14.3","21.4","50.0","14.3",".",".",".",".",".",".",".",".",".",".",".","."
"","411
013","25","3.520","44.0","40.0","12.0",".",".",".","4.0",".",".",".",".",".",".",".",".","."
"","411
014","19","3.526","42.1","36.8","10.5","5.3","5.3",".",".",".",".",".",".",".",".",".",".","."
"Current Topics - Psychology","Course Total","295","3.567","54.2","17.6","19.3","4.4","1.4","0.3","1.0","0.7",".",".",".",".","1.0",".",".","."
"","414
001","106","2.947","16.0","12.3","43.4","11.3","9.4","4.7","0.9","0.9",".",".",".",".","0.9",".",".","."
"","414
002","8","3.375","25.0","37.5","25.0","12.5",".",".",".",".",".",".",".",".",".",".",".","."
"Cognitive Psychology","Course Total","114","2.978","16.7","14.0","42.1","11.4","8.8","4.4","0.9","0.9",".",".",".",".","0.9",".",".","."
"Animal Behavior-Primates","450
001","287","3.089","19.9","18.8","40.1","10.8","6.6","1.0","2.1","0.3",".",".",".",".",".",".",".","0.3"
"Honors Smr-Cognitive Psych","481
001","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","501
001","116","3.713","75.9","12.1","1.7","3.4","3.4","1.7","0.9",".",".",".",".",".","0.9",".",".","."
"","501
002","45","3.375","37.8","24.4","24.4","4.4","4.4",".","2.2","2.2",".",".",".",".",".",".",".","."
"","501
003","32","3.274","40.6","9.4","18.8","18.8","9.4",".",".",".",".",".",".",".","3.1",".",".","."
"July 26, 2015","","","","","","","","","","","","","","","","","","Page 300 of 430",""
