"MUSIC","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"660
MUSIC","","","","","","","","","","","","","","","","","","","",""
"469
Interdis Studies in the Arts","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"497","020","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"497","022","","15","3.667","60.0","20.0","13.3","6.7",".",".",".",".",".",".",".",".",".",".",".","."
"497","025","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"497","032","","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"497","039","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"497","089","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Special Topics in Music","Course Total","","47","3.892","87.2","6.4","4.3","2.1",".",".",".",".",".",".",".",".",".",".",".","."
"499","015","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"499","027","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"499","032","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"499","062","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"499","066","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"499","089","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","Course Total","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"50
Concert Choir","001","","22","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"52
Women's Chorus","001","","19","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"53
Choral Union","001","","24","3.917","95.8",".",".",".","4.2",".",".",".",".",".",".",".",".",".",".","."
"542
Choral Lit &Perf Prac-Today","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"543
Advanced String Pedagogy","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"546
String Literature","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"548
Piano Pedagogy II","024","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"55
Masters' Singers","001","","27","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"554
Advanced Conducting","040","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"556
University Opera","001","","10","3.875","90.0",".","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"557
Opera Workshop","001","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"56
Chorale","001","","41","3.963","92.7","7.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"560
Prac Adv Studio Teach-Piano","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"562","041","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"562","050","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"562","096","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"562","101","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"562","196","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"562","296","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Jazz Ensemble","Course Total","","15","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"565","032","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"565","059","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Ensemble-Woodwind","Course Total","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"567","020","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"567","035","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"567","089","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Ensemble-Brass","Course Total","","6","4.000","83.3",".",".",".",".",".",".",".",".",".",".",".","16.7",".",".","."
"568","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
