"MATHEMATICS","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"600
MATH","","","","","","","","","","","","","","","","","","",""
"","228
032","10","3.900","80.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","228
052","14","3.893","78.6","21.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","228
053","16","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","072
228","12","3.792","66.7","25.0","8.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"WES Calculus Supplement","Course Total","67","3.866","79.1","14.9","6.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","234
001","205","2.329","15.6","9.3","15.1","9.8","26.3","15.6","8.3",".",".",".",".",".",".",".",".","."
"","234
002","277","2.630","22.0","6.9","27.4","10.1","16.6","10.1","6.9",".",".",".",".",".",".",".",".","."
"","003
234","253","2.542","11.5","8.3","24.5","21.3","22.1","7.1","4.7","0.4",".",".",".",".",".",".",".","."
"Calc--Functns of Variables","Course Total","735","2.516","16.6","8.0","23.0","13.9","21.2","10.6","6.5","0.1",".",".",".",".",".",".",".","."
"","240
001","45","3.089","26.7","8.9","44.4","4.4","13.3",".","2.2",".",".",".",".",".",".",".",".","."
"","240
002","35","3.271","31.4","22.9","34.3","2.9","5.7",".","2.9",".",".",".",".",".",".",".",".","."
"Intro to Discrete Mathematics","Course Total","80","3.169","28.8","15.0","40.0","3.8","10.0",".","2.5",".",".",".",".",".",".",".",".","."
"Topics in Calculus II","276
001","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","303
001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","303
002","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Theory-Interst & Life Insur","Course Total","6","2.300",".","33.3",".","16.7","16.7",".","16.7",".",".",".",".",".","16.7",".",".","."
"","309
001","20","2.575","20.0","5.0","20.0","10.0","30.0","15.0",".",".",".",".",".",".",".",".",".","."
"","309
002","18","2.706","22.2","11.1","11.1","11.1","33.3",".","5.6","5.6",".",".",".",".",".",".",".","."
"Intro to Prob & Math Stat I","Course Total","38","2.635","21.1","7.9","15.8","10.5","31.6","7.9","2.6","2.6",".",".",".",".",".",".",".","."
"","310
001","7","3.000","28.6","14.3","28.6","14.3",".","14.3",".",".",".",".",".",".",".",".",".","."
"","310
002","8","3.250","25.0","12.5","50.0","12.5",".",".",".",".",".",".",".",".",".",".",".","."
"Intro to Prob & Math Stat II","Course Total","15","3.133","26.7","13.3","40.0","13.3",".","6.7",".",".",".",".",".",".",".",".",".","."
"","319
001","75","3.353","32.0","34.7","16.0","12.0","4.0",".","1.3",".",".",".",".",".",".",".",".","."
"","319
002","91","2.929","26.4","12.1","24.2","13.2","16.5","6.6","1.1",".",".",".",".",".",".",".",".","."
"","319
003","62","2.798","14.5","14.5","27.4","22.6","12.9","6.5","1.6",".",".",".",".",".",".",".",".","."
"Tech-Ordinary Diff Equation","Course Total","228","3.033","25.0","20.2","22.4","15.4","11.4","4.4","1.3",".",".",".",".",".",".",".",".","."
"","320
001","73","2.849","15.1","24.7","23.3","13.7","15.1","4.1","4.1",".",".",".",".",".",".",".",".","."
"","002
320","93","3.043","34.4","9.7","25.8","11.8","10.8","4.3","3.2",".",".",".",".",".",".",".",".","."
"","320
003","84","2.887","15.5","29.8","29.8",".","13.1","7.1","4.8",".",".",".",".",".",".",".",".","."
"","004
320","150","2.820","11.3","20.0","29.3","20.0","12.7","3.3","3.3",".",".",".",".",".",".",".",".","."
"","320
005","60","2.817","20.0","23.3","20.0",".","23.3","13.3",".",".",".",".",".",".",".",".",".","."
"Linear Alg & Diff Equations","Course Total","460","2.882","18.5","20.9","26.5","11.1","14.1","5.7","3.3",".",".",".",".",".",".",".",".","."
"Appl Mathematical Analysis","321
001","42","2.659","26.2","11.9","11.9","2.4","26.2","19.0",".",".","2.4",".",".",".",".",".",".","."
"Appl Mathematical Analysis","322
001","19","2.895","31.6","10.5","26.3","10.5","10.5",".","10.5",".",".",".",".",".",".",".",".","."
"","340
001","114","2.627","14.0","7.0","32.5","13.2","23.7","4.4","5.3",".",".",".",".",".",".",".",".","."
"","340
002","57","2.816","26.3","5.3","31.6","17.5","8.8","1.8","8.8",".",".",".",".",".",".",".",".","."
"Elem Matrix&Linear Algebra","Course Total","171","2.690","18.1","6.4","32.2","14.6","18.7","3.5","6.4",".",".",".",".",".",".",".",".","."
"","341
001","19","2.789","21.1","15.8","26.3","5.3","21.1","5.3","5.3",".",".",".",".",".",".",".",".","."
"","341
002","27","3.204","29.6","22.2","33.3","3.7","7.4",".","3.7",".",".",".",".",".",".",".",".","."
"Linear Algebra","Course Total","46","3.033","26.1","19.6","30.4","4.3","13.0","2.2","4.3",".",".",".",".",".",".",".",".","."
"Basic Concepts of Math","001
371","18","3.500","50.0","22.2","16.7",".","11.1",".",".",".",".",".",".",".",".",".",".","."
"Topics-Multi-Var Calc&Diff Eq","376
001","34","3.382","44.1","26.5","11.8","8.8","5.9",".","2.9",".",".",".",".",".",".",".",".","."
"","421
001","21","2.976","19.0","28.6","23.8","4.8","14.3","9.5",".",".",".",".",".",".",".",".",".","."
"","421
002","20","2.525","15.0","20.0","25.0","5.0","10.0","15.0","10.0",".",".",".",".",".",".",".",".","."
"July 26, 2015","","","","","","","","","","","","","","","","","","Page 270 of 430",""
